actor,degree,strength,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years,betweenness,eigenvector
Jordana Brewster,10,14,7,6.128571428571428,6.7,141368.0,272227.0,9,16.0,6.552171154988013e-05,0.0184541995878526
Jason Flemyng,29,40,20,6.465000000000001,8.3,168749.5,600996.0,16,19.0,0.000877414548527,0.0985836393810387
Julia Ormond,13,14,7,6.885714285714286,7.8,108124.57142857143,459346.0,11,19.0,0.0001198637834264,0.036379951931152
Josh Hutcherson,26,30,15,6.553333333333332,7.6,155522.66666666666,701607.0,14,12.0,0.0013638583286427,0.0419680640371388
Philip Seymour Hoffman,48,50,25,7.132,8.2,139816.76,537419.0,14,19.0,0.0017536040740614,0.0949241998613672
Nicolas Cage,62,68,34,6.152941176470588,7.7,97292.88235294117,283967.0,15,30.0,0.0036868894908878,0.0723647749653424
Omar Benson Miller,10,10,5,6.02,7.2,74287.2,187181.0,9,9.0,0.0002765081424203,0.0062312490400687
Robert Capron,2,2,1,6.1,6.1,124185.0,124185.0,4,0.0,0.0,0.0033557801942696
Andre Braugher,12,12,6,6.3999999999999995,7.3,120274.83333333333,245621.0,10,14.0,0.0001232350896958,0.0173031432250247
Mike Vogel,14,14,7,6.442857142857142,8.1,141434.42857142858,318955.0,10,6.0,0.0002217746885281,0.0112254261375115
Eric Idle,18,18,9,5.655555555555556,8.3,99258.33333333333,382240.0,8,33.0,0.0003462596419636,0.0119031081049268
Justin Timberlake,20,20,10,5.9,7.4,121028.4,304318.0,13,7.0,0.0003454096879229,0.0159852605201378
Rupert Everett,18,18,9,6.099999999999999,7.2,83423.55555555556,314630.0,10,13.0,0.0003572822905183,0.0194855531728541
Callum Rennie,22,22,11,6.354545454545455,8.5,139356.9090909091,845580.0,13,17.0,0.0004686945508225,0.016001995465987
Dominic Cooper,20,22,11,6.9,8.3,122477.18181818182,508818.0,14,10.0,0.0002524565275592,0.0116588708584701
Ruth Negga,3,4,2,7.800000000000001,8.3,67228.5,111609.0,5,0.0,4.50911379757527e-07,0.001936832488218
Emilia Clarke,4,4,2,7.1,7.6,116590.0,188457.0,5,1.0,1.6017853728592236e-06,0.0080777974282362
Matt Smith,6,6,3,6.266666666666666,6.6,74063.0,188457.0,6,6.0,9.3385164651938e-06,0.0081244052502336
Bruce Spence,12,12,6,6.55,7.7,117248.83333333333,160321.0,10,29.0,0.0001751537806245,0.0068061487517415
Laura Brent,2,2,1,6.3,6.3,106446.0,106446.0,3,0.0,0.0,0.0004725184510648
Jaime King,11,12,6,5.433333333333333,6.1,84522.16666666667,254111.0,10,8.0,9.571961110503184e-05,0.0102783940767397
Jennifer Garner,28,30,15,6.7,8.0,171623.8,525801.0,14,16.0,0.0006843745856791,0.0477891586132274
Mako,19,22,11,5.945454545454544,7.3,82482.45454545454,254111.0,14,26.0,0.0009711858870171,0.0165978770437481
Michael O'Neill,12,12,6,6.849999999999999,7.6,141579.66666666666,513158.0,12,18.0,0.0002565044448826,0.0226541912649502
Zack Ward,12,12,6,6.816666666666666,8.4,122780.83333333333,513158.0,9,33.0,0.0005895606551861,0.003057113221536
Anthony Hopkins,57,60,30,6.856666666666668,8.6,133805.03333333333,887467.0,16,36.0,0.0015718598469899,0.1098002890699556
Brian Blessed,12,14,7,7.042857142857143,7.8,47957.57142857143,138863.0,11,32.0,0.0002363259479497,0.0216783604860131
Fiona Shaw,7,8,4,6.425,7.5,243597.5,444683.0,7,18.0,3.359270227125979e-05,0.0149588369539218
Robert Pattinson,10,16,8,6.2125,7.6,215790.0,385670.0,6,7.0,6.348097756937072e-05,0.0225822064668514
Charlize Theron,43,48,24,6.554166666666668,8.1,129475.91666666667,552503.0,16,20.0,0.001702903832285,0.1146728904940452
Alice Braga,12,12,6,7.0,8.7,279984.0,533200.0,8,11.0,0.0003816823422946,0.0098922452321105
Willow Smith,4,4,2,6.95,7.2,267794.5,530870.0,4,1.0,4.700208624094351e-06,0.0043476549371404
David Kelly,8,8,4,6.574999999999999,7.7,141176.5,320284.0,7,9.0,0.0001241222862652,0.0114730000905793
Brian Dennehy,16,18,9,6.688888888888889,8.0,120163.0,473887.0,11,25.0,0.0002054337877896,0.0184853862523917
Janeane Garofalo,20,22,11,6.318181818181818,8.0,94804.90909090909,473887.0,12,11.0,0.0006118140081302,0.0439015581247124
Bernie Mac,27,28,14,6.064285714285714,7.8,63234.357142857145,402645.0,13,13.0,0.0004662146827252,0.0255303854353154
Cedric the Entertainer,17,20,10,6.159999999999999,7.0,73819.1,266636.0,11,12.0,0.0002311299387846,0.0114613012038379
Jada Pinkett Smith,28,36,18,6.4944444444444445,8.4,80289.72222222222,293662.0,16,23.0,0.0005329398370376,0.0365910825488681
Rami Malek,6,10,5,5.82,6.5,113944.6,234480.0,9,8.0,5.404672555406746e-05,0.0178627866986848
Robin Williams,49,54,27,6.574074074074076,8.3,108605.77777777778,604904.0,17,27.0,0.0019516098625782,0.0751982062641668
Steve Coogan,27,34,17,6.311764705882353,7.6,101702.23529411765,307539.0,11,21.0,0.0006426080825276,0.0566933833167751
Dominic Monaghan,2,2,1,6.7,6.7,361924.0,361924.0,5,0.0,0.0,0.0043917665136806
Collin Chou,2,2,1,6.7,6.7,364948.0,364948.0,2,0.0,0.0,1.0311328334693123e-05
Essie Davis,4,4,2,6.65,6.7,233643.0,364948.0,6,5.0,1.59202159349218e-05,0.0001419816884373
Nona Gaye,4,4,2,5.5,6.7,208148.5,364948.0,5,2.0,1.825887825911147e-05,9.947022145546728e-05
Josh Gad,14,16,8,6.5125,7.6,137116.5,421658.0,12,8.0,0.0002788008270391,0.0174211592801145
Livvy Stubenrauch,2,2,1,7.6,7.6,421658.0,421658.0,6,0.0,0.0,0.00080582205324
Maurice LaMarche,6,6,3,6.8,7.6,193034.0,421658.0,7,9.0,1.5241263120521438e-05,0.001443248263751
Daniel Bernhardt,2,2,1,7.2,7.2,421818.0,421818.0,2,0.0,0.0,5.723098655080914e-06
Helmut Bakaitis,2,2,1,7.2,7.2,421818.0,421818.0,2,0.0,0.0,5.723098655080914e-06
Steve Bastoni,6,6,3,6.566666666666667,7.2,160274.0,421818.0,7,12.0,4.983561271662259e-05,0.000128198910399
Natalie Portman,35,40,20,6.854999999999999,8.2,246244.35,791783.0,12,20.0,0.0013969083017954,0.0764723045967246
Zoë Kravitz,16,16,8,6.450000000000001,8.1,118032.0,552503.0,8,9.0,0.0002867524947334,0.0155043600788514
Armin Mueller-Stahl,10,10,5,6.92,7.8,127713.6,261069.0,8,13.0,9.48079106112034e-05,0.0080234465493006
Ayelet Zurer,8,12,6,6.466666666666666,7.6,64672.666666666664,207839.0,6,11.0,0.0005141781699495,0.0353549529687923
Diedrich Bader,16,16,8,5.6,7.8,87474.0,200293.0,9,13.0,0.0001865101358225,0.0109782591974751
James Lipton,2,2,1,6.9,6.9,146766.0,146766.0,5,0.0,0.0,0.0022449346795681
Kelli Garner,12,12,6,6.300000000000001,7.4,44390.333333333336,114762.0,11,9.0,0.0001109370195654,0.0039848980219975
Niecy Nash,2,2,1,5.1,5.1,33042.0,33042.0,7,0.0,0.0,0.000195994810668
Piper Mackenzie Harris,4,4,2,5.449999999999999,5.8,16950.0,33042.0,9,1.0,4.292778237616233e-06,0.0006045513948481
Edgar Ramírez,16,18,9,6.466666666666667,8.1,106899.22222222222,491077.0,10,11.0,0.0001563375783621,0.0353151197623609
Lily James,6,8,4,7.0,8.2,92397.25,152826.0,8,3.0,5.352580121843368e-06,0.0140937898377809
Jeremy Renner,23,24,12,7.016666666666666,7.6,179430.5,365104.0,14,12.0,0.0005724268363804,0.0339156340292914
Sean Harris,10,10,5,6.720000000000001,7.4,158023.0,456260.0,7,6.0,6.328650841576682e-05,0.0144130335617049
Art Malik,6,6,3,6.633333333333333,7.4,57293.0,89442.0,7,26.0,0.0001527965095287,0.0057661973795338
Simon Merrells,4,4,2,5.4,5.8,45476.0,89442.0,5,5.0,4.6739346350241294e-05,0.0049524971972708
Matthew Broderick,29,32,16,6.5125,8.5,97486.1875,644348.0,13,28.0,0.0012835868512521,0.0497621289607551
Oprah Winfrey,12,12,6,6.816666666666666,7.8,58545.833333333336,105902.0,11,29.0,0.0002095799170072,0.0196106782022742
Rip Torn,25,26,13,6.0,7.9,90141.61538461539,403014.0,15,25.0,0.0006456083596482,0.0337025546852794
Mike Bell,2,2,1,7.3,7.3,182718.0,182718.0,5,0.0,0.0,0.0083860845299868
Aasif Mandvi,8,8,4,5.95,6.7,122151.0,213863.0,9,4.0,0.0001107102715123,0.0029799776556794
Noah Ringer,2,2,1,4.2,4.2,118951.0,118951.0,4,0.0,0.0,0.0001329367526126
Seychelle Gabriel,2,2,1,4.2,4.2,118951.0,118951.0,4,0.0,0.0,0.0001329367526126
Jake Weber,8,8,4,6.45,7.1,109491.0,169023.0,8,15.0,2.513653954785665e-05,0.0216420344469417
Matt Craven,8,8,4,6.125,7.5,71513.5,164238.0,7,13.0,2.398812525633665e-05,0.0102277031196004
Dan Fogler,12,12,6,6.416666666666667,7.7,77985.33333333333,307029.0,9,6.0,0.0003217157508639,0.0093607282076611
Elisabeth Harnois,2,2,1,5.4,5.4,17590.0,17590.0,6,0.0,0.0,0.0008818641674998
Tom Everett Scott,14,14,7,5.585714285714286,7.0,18118.571428571428,43328.0,10,15.0,0.0001072807817327,0.0112938205958024
David Suchet,4,4,2,5.4,6.7,49916.5,85086.0,6,7.0,4.91978553399871e-06,0.0067564992158418
Cara Delevingne,6,10,5,5.700000000000001,6.4,37228.0,63390.0,6,1.0,0.0002724946194954,0.0088916774315839
Nonso Anozie,6,10,5,5.8,6.2,49641.4,99035.0,7,8.0,3.150549970704934e-05,0.0118116905108478
Karan Brar,4,4,2,6.65,6.9,31782.5,47900.0,5,2.0,1.3846318688708145e-06,0.0015686990011478
Ty Burrell,16,18,9,6.833333333333333,7.4,102144.22222222222,326286.0,13,10.0,0.0001458100773251,0.0210517377275398
Zach Callison,2,2,1,6.9,6.9,47900.0,47900.0,5,0.0,0.0,0.0009661293954079
Julian Glover,10,10,5,6.32,8.3,211604.2,515306.0,8,31.0,0.0001385669256808,0.0183556133402755
Martin Short,13,14,7,7.057142857142858,9.5,78134.0,172217.0,10,16.0,0.0003373668518663,0.0108698567917116
Colin Salmon,20,20,10,6.470000000000001,7.9,98353.9,198701.0,8,12.0,0.0005011195237265,0.0081488167387257
Rick Yune,6,6,3,6.099999999999999,6.8,78586.66666666667,169914.0,6,13.0,1.771198994957914e-05,0.0019903187610502
Toby Stephens,6,6,3,6.7,7.4,83189.33333333333,169914.0,7,14.0,1.4116577100874348e-05,0.0016802334105029
Ed Begley Jr.,16,20,10,6.200000000000001,7.7,28097.2,69790.0,14,34.0,0.0002201003187907,0.0103401408953324
Kate McKinnon,2,4,2,5.5,5.5,69773.5,69790.0,4,0.0,0.0,0.0010137027215368
Zach Woods,4,6,3,5.566666666666666,5.7,49057.333333333336,69790.0,6,5.0,4.992829678121452e-06,0.0015263299220457
Bruce Willis,70,80,40,6.6275,8.9,198235.05,1324680.0,14,26.0,0.0038165740420966,0.1351072145275005
Will Patton,16,16,8,5.9375,6.6,75678.375,322395.0,10,18.0,0.0004110928630494,0.0196874966265641
Rosario Dawson,38,42,21,6.523809523809524,8.1,117197.14285714286,656640.0,16,19.0,0.0007919447595668,0.0441565992179159
Sebastian Roché,2,2,1,6.3,6.3,142440.0,142440.0,4,0.0,0.0,0.0073279205859484
Wayne Knight,15,16,8,7.2124999999999995,8.1,200627.25,613473.0,11,23.0,0.0005625402180297,0.0299693457476484
Michael Nyqvist,8,8,4,7.425000000000001,8.1,99255.75,365104.0,10,7.0,0.0001217115757941,0.005480221533606
Kamil McFadden,2,2,1,7.3,7.3,123553.0,123553.0,4,0.0,0.0,0.0024692588946696
Khamani Griffin,4,4,2,6.9,7.3,93970.0,123553.0,6,1.0,8.204511234698917e-06,0.0028070850415497
David Herman,4,4,2,6.35,6.6,109420.0,110788.0,4,1.0,4.855166862373287e-06,0.0022185087793229
John Michael Higgins,19,20,10,6.35,7.5,94376.3,163665.0,11,14.0,0.0005561450699264,0.0395100802528843
Richard Burgi,6,6,3,6.0,6.5,70465.66666666667,110788.0,6,9.0,5.400919492868678e-05,0.0021548547760527
Chad Lindberg,6,6,3,6.366666666666667,7.7,133941.66666666666,317166.0,8,9.0,0.0002722267385011,0.0061340710102368
Tony Goldwyn,18,20,10,6.43,7.7,96847.4,317166.0,12,25.0,0.0003248536533126,0.0453017896978473
Ben Mendelsohn,18,20,10,6.42,7.3,96435.6,187170.0,9,25.0,0.0002462633024147,0.0522789120254153
María Valverde,4,6,3,5.966666666666666,6.1,86310.0,128694.0,6,1.0,0.0003093209941458,0.0134419702793128
Leonard Nimoy,10,18,9,6.800000000000001,8.0,106286.33333333333,504419.0,9,33.0,0.0002148140998195,0.0077482111813325
Bryan Brown,4,4,2,6.05,6.6,77115.0,102338.0,6,8.0,0.0004852811349222,0.0030779228985443
Elodie Yung,4,4,2,5.65,5.8,99122.0,146352.0,5,3.0,7.326795084506967e-05,0.0069127117529399
Joe Morton,19,20,10,6.660000000000001,8.5,134672.3,744891.0,12,15.0,0.0001731129014952,0.0216039541638208
Richard Roxburgh,12,12,6,6.383333333333334,7.6,105015.33333333333,242188.0,10,14.0,0.0001179541740688,0.0180718514297406
Sam Shepard,29,30,15,6.646666666666666,8.0,86019.26666666666,292022.0,13,38.0,0.0006146088210928,0.0620874151526289
Billy Crudup,18,18,9,7.088888888888889,8.4,102225.66666666667,392474.0,15,18.0,0.0005900267279325,0.0223073914563756
Matt Frewer,6,6,3,6.933333333333334,7.7,139871.33333333334,392474.0,7,5.0,8.080476166712307e-05,0.0049229519634901
Stephen McHattie,13,14,7,6.500000000000001,7.7,70629.57142857143,392474.0,11,12.0,0.0003906523950116,0.0024005216348283
Darlene Love,2,2,1,6.6,6.6,127497.0,127497.0,3,0.0,0.0,0.003202583958197
Rene Russo,15,16,8,6.7625,7.2,90779.625,130661.0,7,26.0,0.0001728722417646,0.0350187223299959
Celia Weston,12,12,6,6.133333333333334,7.6,76790.5,212106.0,9,14.0,0.0001620796197396,0.005593078223181
Kevin Rankin,4,4,2,6.4,7.1,149385.0,212106.0,5,11.0,6.001432551577988e-06,0.0010753721648607
Regi Davis,2,2,1,5.7,5.7,212106.0,212106.0,2,0.0,0.0,0.0002847114874969
Dwayne Johnson,42,46,23,6.230434782608696,7.3,105876.47826086957,284792.0,13,15.0,0.0013308623243556,0.0511722111151601
Jean Simmons,10,10,5,7.18,8.2,60641.0,214091.0,9,51.0,0.0001500889230069,0.0119940363900513
Ming-Na Wen,8,8,4,5.3999999999999995,7.5,81207.5,171792.0,13,14.0,0.0002870147865778,0.006421689007794
Desmond Llewelyn,18,20,10,6.75,7.1,81056.5,157519.0,4,34.0,0.0003918839462888,0.0044999469918999
Maria Grazia Cucinotta,2,2,1,6.4,6.4,157519.0,157519.0,3,0.0,0.0,0.0005400119155893
David Threlfall,2,2,1,7.4,7.4,168207.0,168207.0,5,0.0,0.0,9.297374660874352e-05
James D'Arcy,8,8,4,6.0,7.4,81467.25,168207.0,9,11.0,7.691592238869908e-05,0.0020841407398601
Lee Ingleby,2,2,1,7.4,7.4,168207.0,168207.0,5,0.0,0.0,9.297374660874352e-05
Taylor Lautner,11,18,9,5.055555555555555,5.7,163674.0,348010.0,8,10.0,9.294782157087478e-05,0.0309620602707447
Peter Mensah,10,10,5,6.540000000000001,8.6,166314.4,326286.0,11,13.0,0.0002914250875174,0.0124015711624848
Don Johnson,11,12,6,5.966666666666666,7.5,58161.166666666664,165792.0,9,23.0,8.171517630333264e-05,0.0145569006531668
John Diehl,2,2,1,7.5,7.5,16769.0,16769.0,5,,0.0,0.0006492098924812
Philip Michael Thomas,2,2,1,7.5,7.5,16769.0,16769.0,5,,0.0,0.0006492098924812
Mark Rylance,6,6,3,6.733333333333333,7.6,73039.66666666667,178118.0,9,1.0,1.3899859215118596e-05,0.0060211723713207
Penelope Wilton,8,8,4,7.325,7.7,66015.0,166269.0,9,29.0,0.00013007599162,0.0156921487151928
Rafe Spall,10,10,5,7.340000000000001,8.0,197835.2,440084.0,9,12.0,0.0001039526259838,0.0079069324914881
Lukas Haas,10,10,5,7.0,8.1,150375.0,406020.0,12,30.0,0.0001601362363671,0.0218686068295227
Ben Schwartz,4,4,2,6.55,6.6,33314.0,62424.0,5,0.0,2.678565577311328e-05,0.0025609509553445
Snoop Dogg,13,14,7,5.985714285714286,7.7,81082.71428571429,305929.0,9,12.0,0.0001655226506058,0.0115194276160742
Stephen Root,37,40,20,6.535000000000001,8.2,146040.9,692482.0,18,22.0,0.0008678351479217,0.0602332762828908
Andy Richter,6,6,3,6.266666666666667,6.9,148818.66666666666,266636.0,4,13.0,1.2027638967004883e-05,0.0049606443711957
Annet Mahendru,2,2,1,6.7,6.7,60230.0,60230.0,4,0.0,0.0,0.0019069886050289
Matt Damon,72,75,38,7.076315789473684,8.6,193359.26315789475,881236.0,18,20.0,0.0036498016899578,0.1094052904021757
T.I.,6,6,3,6.366666666666667,7.4,140017.33333333334,313866.0,8,9.0,4.9042940486491056e-05,0.0069478268923455
Sandra Ellis Lafferty,8,8,4,6.85,7.9,187101.75,498397.0,11,10.0,0.0002901156057385,0.007454356914465
April Winchell,2,6,3,6.7,6.7,70130.0,70136.0,6,0.0,0.0,0.0001917495302547
Jim Parsons,4,8,4,6.7,6.7,59932.75,70136.0,7,1.0,0.0001633742748205,0.001016254381669
Matt Jones,4,8,4,6.375,6.7,52923.75,70136.0,6,4.0,7.854625115311857e-05,0.0004793412505704
Lisa Ann Walter,10,10,5,6.08,6.7,157964.6,334345.0,7,7.0,5.910719890517351e-05,0.0196062749068942
Rick Gonzalez,8,8,4,6.2749999999999995,7.2,126267.25,334345.0,7,3.0,2.189964054049207e-05,0.0095960012226605
Henry Rollins,6,6,3,5.599999999999999,6.6,69794.33333333333,178126.0,6,6.0,3.2466777919300093e-05,0.0054897677162359
Jordi Mollà,15,18,9,6.444444444444444,7.6,78956.11111111111,198066.0,12,15.0,9.283976223573484e-05,0.0288801350115488
Amy Sedaris,14,14,7,6.157142857142857,8.1,48520.142857142855,114287.0,10,16.0,8.508158423907504e-05,0.0178282459890031
Constance Marie,4,4,2,6.7,6.7,66706.5,114287.0,9,14.0,7.470228191748468e-06,0.0036202556323818
August Diehl,2,2,1,6.4,6.4,245621.0,245621.0,4,0.0,0.0,0.0054467933247186
Emma Watson,10,10,5,6.339999999999999,7.4,190041.6,387616.0,10,13.0,0.0001022889810513,0.0203485262083178
Logan Lerman,24,24,12,6.675,8.0,170956.91666666666,357579.0,13,12.0,0.0003725233401451,0.0389313747399728
Mackenzie Crook,8,8,4,6.6499999999999995,7.4,84977.0,177383.0,10,7.0,1.9603557806001352e-05,0.0190053257913834
Toby Jones,22,22,11,6.854545454545455,7.7,78922.27272727272,220475.0,13,6.0,0.0002297269607668,0.0352372904950979
Tony Curran,22,22,11,6.4363636363636365,7.4,80357.09090909091,177383.0,15,17.0,0.0002324992171272,0.0179619316049799
Eddie Baroo,2,2,1,6.6,6.6,102338.0,102338.0,4,0.0,0.0,0.000137484984006
Alfre Woodard,28,28,14,6.585714285714287,7.6,38785.57142857143,148490.0,18,26.0,0.0008039497480738,0.028445832294122
D.B. Sweeney,8,10,5,6.26,6.5,66429.8,238671.0,8,15.0,3.3361840545880546e-05,0.0291635571818346
Della Reese,4,4,2,6.05,6.5,20780.0,38438.0,8,4.0,1.0867821328292584e-05,0.0031315992285682
Dave Legeno,8,8,4,6.625,7.5,37025.0,72886.0,11,4.0,8.850971491810726e-05,0.003938193222954
Ralph Ineson,6,6,3,6.966666666666666,7.5,24523.0,66483.0,7,18.0,1.6710649987878127e-05,0.0017272958576733
Will Ferrell,60,64,32,6.312499999999998,7.8,98913.96875,267921.0,15,19.0,0.0027329259380545,0.0922317553610051
Verne Troyer,9,10,5,6.180000000000001,7.5,191684.8,444683.0,9,10.0,3.611361067971984e-05,0.0061425770645076
Stephanie Szostak,10,10,5,5.68,7.1,57352.2,111003.0,5,4.0,9.529184888190984e-05,0.0230972984059561
Alfred Enoch,2,2,1,6.4,6.4,252.0,252.0,1,0.0,0.0,0.0022528555172761
Jürgen Prochnow,10,10,5,6.62,8.4,147271.4,314253.0,8,25.0,9.851325043274272e-05,0.0099784581537274
Seth Gabel,2,2,1,6.6,6.6,314253.0,314253.0,2,0.0,0.0,0.0031595036363256
Jeffrey Garcia,2,2,1,6.4,6.4,58498.0,58498.0,5,0.0,0.0,3.3236367921730434e-05
Miguel Ferrer,6,6,3,6.266666666666667,6.9,27954.666666666668,58498.0,9,12.0,9.34786927004826e-05,0.0007453043655155
Rachel Crow,2,2,1,6.4,6.4,58498.0,58498.0,5,0.0,0.0,3.3236367921730434e-05
Aaron Stanford,8,8,4,7.3,7.7,150770.25,405973.0,9,3.0,0.0001186949180733,0.0101595035295628
Bruce Davison,9,10,5,6.5600000000000005,7.5,182855.0,452928.0,11,6.0,9.179595164993892e-05,0.0233392354799981
Paul Anderson,4,4,2,7.25,7.5,213158.5,338635.0,8,4.0,6.13797401074729e-06,0.0078165391834879
Alexa Davalos,6,8,4,6.375,7.2,215937.5,229687.0,6,6.0,1.0457730903626048e-05,0.023144771194175
Marshall Bell,6,8,4,7.125,8.1,198940.25,271794.0,6,5.0,6.773059606734743e-05,0.0005556492556136
Rachel Ticotin,2,4,2,7.5,7.5,240241.0,240241.0,2,0.0,0.0,0.0005280380469014
Ronny Cox,9,12,6,6.716666666666666,7.5,119044.0,240241.0,9,25.0,0.0001677469143756,0.0056274211388478
Clive Russell,6,6,3,6.233333333333333,6.7,36169.333333333336,101411.0,5,19.0,5.344574937132874e-05,0.0053694721162399
Vladimir Kulich,2,2,1,6.6,6.6,101411.0,101411.0,3,0.0,0.0,0.0009960475098784
Scott Glenn,34,34,17,6.782352941176471,8.6,114918.5294117647,887467.0,16,32.0,0.000759531165308,0.0486439248280385
Stacy Keach,14,14,7,6.3571428571428585,8.6,157651.7142857143,782437.0,10,32.0,0.0006988095734577,0.010833746580685
John Glover,2,2,1,3.7,3.7,189855.0,189855.0,1,0.0,0.0,0.0008604141369035
Michael Gough,10,10,5,6.180000000000001,7.6,183453.6,269033.0,6,12.0,6.266903220067154e-05,0.0081142203390298
Clint Howard,14,14,7,6.299999999999999,7.7,65083.857142857145,141414.0,10,25.0,0.0001085319053852,0.0169435874504562
Molly Shannon,12,12,6,5.1499999999999995,6.7,59697.166666666664,141414.0,7,14.0,0.0001048091925827,0.0190174794010596
T.J. Thyne,8,8,4,6.875,7.9,97923.25,141414.0,7,1.0,4.489573340564854e-05,0.0143712382986483
Dougray Scott,16,16,8,6.012499999999999,7.0,80626.25,242188.0,11,17.0,0.0002298797200589,0.019005481049215
Bob Gunton,18,18,9,6.133333333333334,9.3,243400.33333333334,1689764.0,10,18.0,0.0002192522555176,0.0221542935816659
Karen Allen,10,10,5,7.3,8.5,183426.8,661017.0,6,23.0,0.0001700088465482,0.0105034232196437
Mary Elizabeth Mastrantonio,12,12,6,7.383333333333334,8.3,150483.5,537442.0,7,17.0,0.0002172485731223,0.0128246892447252
Ioan Gruffudd,12,12,6,5.916666666666667,7.7,121733.5,292022.0,10,15.0,0.0003790070696197,0.0103039694978196
Suraj Sharma,4,4,2,7.5,8.0,237958.5,440084.0,5,2.0,2.143765731795372e-06,0.0012507388938644
Tabu,4,4,2,7.8,8.0,228307.0,440084.0,3,6.0,1.2992344173491324e-05,0.0014029023385792
Matt Long,4,4,2,5.75,6.3,110180.5,182661.0,5,0.0,4.664586765754081e-05,0.0032923645944514
Peter Fonda,8,8,4,5.75,7.1,53918.0,182661.0,9,10.0,6.178322479912777e-05,0.0044530842378681
Ato Essandoh,6,6,3,7.733333333333333,8.5,334357.6666666667,955174.0,6,12.0,0.0001536641164358,0.0097791775685963
Riz Ahmed,4,4,2,7.199999999999999,7.3,48052.5,55982.0,5,6.0,1.1450747513891158e-05,0.0056210465793651
Demi Moore,30,32,16,6.13125,7.6,56041.8125,181879.0,14,26.0,0.0008774471026332,0.0540321596510832
Justin Theroux,12,12,6,5.933333333333334,7.6,101257.83333333333,357275.0,7,16.0,0.0001910191894678,0.0166858421517461
Melanie Griffith,12,12,6,6.2,6.8,21912.666666666668,41638.0,12,33.0,0.0003624613513749,0.0034246422177334
Nathan Lane,22,22,11,5.918181818181818,8.5,86631.27272727272,644348.0,11,18.0,0.0004570684672221,0.023444314386842
Christina Cox,2,2,1,6.7,6.7,183909.0,183909.0,4,0.0,0.0,0.0029352434598386
Abbie Cornish,14,16,8,6.6375,7.2,113615.875,197584.0,14,7.0,0.0001076059760053,0.0207403670321023
Jennifer Ehle,16,18,9,6.555555555555556,8.0,173627.66666666666,503631.0,8,7.0,0.0001141029138275,0.0232785325065255
Kick Gurry,2,2,1,6.1,6.1,57873.0,57873.0,3,0.0,0.0,0.0002275196989363
Nicholas Elia,2,2,1,6.1,6.1,57873.0,57873.0,3,0.0,0.0,0.0002275196989363
Scott Porter,16,16,8,6.199999999999999,8.7,45400.875,104356.0,10,6.0,0.0002494250022428,0.005100594260547
Marc Blucas,13,16,8,5.637499999999999,7.1,43095.0,148280.0,14,9.0,0.0001282681622626,0.0175860205065999
Zoë Bell,6,6,3,7.5,7.9,271923.6666666667,387436.0,9,8.0,3.870910713264276e-05,0.0168222296216711
Hayden Christensen,20,22,11,6.254545454545454,7.6,131369.9090909091,520104.0,12,14.0,0.000542519024422,0.0244676070250509
James Coburn,16,16,8,6.637499999999999,8.3,125579.125,585659.0,16,39.0,0.0009927968452509,0.0174523519790778
Rila Fukushima,2,2,1,6.7,6.7,328067.0,328067.0,4,0.0,0.0,0.0024541752074898
Tao Okamoto,2,2,1,6.7,6.7,328067.0,328067.0,4,0.0,0.0,0.0024541752074898
Ian McDiarmid,6,6,3,7.2,8.4,409115.6666666667,681857.0,4,18.0,5.367436722311161e-05,0.0117633700784364
Noah Emmerich,18,18,9,6.9,8.1,111872.88888888889,667983.0,14,18.0,0.0001793430376709,0.022916993589519
