actor,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years
Austin Lyon,1,6.9,6.9,16645.0,16645.0,2,0.0
Debrah Farentino,1,7.3,7.3,415.0,415.0,3,
Neil Armstrong,1,8.1,8.1,5475.0,5475.0,2,0.0
Buzz Aldrin,1,8.1,8.1,5475.0,5475.0,2,0.0
John F. Kennedy,1,8.1,8.1,5475.0,5475.0,2,0.0
Linda Lovelace,1,6.8,6.8,5615.0,5615.0,3,0.0
Manny Perez,2,7.1,7.3,2278.0,4359.0,3,12.0
Zack Pearlman,1,4.6,4.6,3467.0,3467.0,1,0.0
Matt Bennett,1,4.6,4.6,3467.0,3467.0,1,0.0
Krysta Rodriguez,1,4.6,4.6,3467.0,3467.0,1,0.0
Jean-Hugues Anglade,2,6.5,6.5,14176.5,17322.0,4,8.0
Nathan Parsons,1,5.4,5.4,34556.0,34556.0,4,0.0
John Hensley,1,5.4,5.4,34556.0,34556.0,4,0.0
Jess Weixler,1,5.4,5.4,34556.0,34556.0,4,0.0
Stephane Gauger,1,6.7,6.7,5613.0,5613.0,6,0.0
Jeffrey Falcon,1,6.7,6.7,5613.0,5613.0,6,0.0
Kim De Angelo,1,6.7,6.7,5613.0,5613.0,6,0.0
Shakti Kapoor,1,2.8,2.8,275.0,275.0,4,0.0
Bobby Deol,1,2.8,2.8,275.0,275.0,4,0.0
Karisma Kapoor,2,4.5,6.2,1495.0,2715.0,5,0.0
Kate Magowan,1,7.4,7.4,16828.0,16828.0,4,0.0
Paul Kaye,1,7.4,7.4,16828.0,16828.0,4,0.0
Karl Collins,1,7.1,7.1,2081.0,2081.0,4,0.0
Sanjay Mishra,1,5.3,5.3,922.0,922.0,4,0.0
Javed Jaffrey,1,5.3,5.3,922.0,922.0,4,0.0
Chuck Zito,1,5.4,5.4,508.0,508.0,2,0.0
Jansen Panettiere,1,4.8,4.8,1278.0,1278.0,3,0.0
Charly Bivona,1,5.9,5.9,6223.0,6223.0,4,0.0
Kent McCord,1,5.9,5.9,10182.0,10182.0,3,0.0
Sarah Douglas,1,5.9,5.9,10182.0,10182.0,3,0.0
Michelle Hurst,1,6.6,6.6,10282.0,10282.0,1,0.0
Jordi Vilasuso,1,6.0,6.0,13279.0,13279.0,5,0.0
Kaiwi Lyman-Mersereau,1,6.0,6.0,13279.0,13279.0,5,0.0
Michael McLafferty,1,6.0,6.0,13279.0,13279.0,5,0.0
Lorraine Stanley,2,6.9,7.0,32559.5,57811.0,4,2.0
Marlene Forte,2,5.550000000000001,5.7,1938.5,2895.0,4,2.0
Silvia Colloca,1,5.2,5.2,17296.0,17296.0,4,0.0
Kenneth Nkosi,1,7.8,7.8,9689.0,9689.0,3,0.0
Robert Hobbs,1,7.8,7.8,9689.0,9689.0,3,0.0
Ashleigh Gryzko,1,6.1,6.1,40380.0,40380.0,1,0.0
Sean Rogerson,1,6.1,6.1,40380.0,40380.0,1,0.0
Jemma Curran,1,5.7,5.7,6585.0,6585.0,2,0.0
Tommy Knight,1,5.7,5.7,6585.0,6585.0,2,0.0
Peter McQuinn,1,5.7,5.7,6585.0,6585.0,2,0.0
Daniel Baldwin,1,5.5,5.5,9280.0,9280.0,5,0.0
William Lee Scott,1,5.5,5.5,9280.0,9280.0,5,0.0
Louis Walsh,1,7.4,7.4,7.0,7.0,1,0.0
Tim Rice,1,7.4,7.4,7.0,7.0,1,0.0
Alice Cooper,1,7.4,7.4,7.0,7.0,1,0.0
Charlotte Rae,1,7.1,7.1,27646.0,27646.0,1,0.0
Paul Sheehan,1,3.9,3.9,289.0,289.0,1,0.0
Kathy Uyen,1,3.9,3.9,289.0,289.0,1,0.0
Ricardo Chavira,1,4.6,4.6,355.0,355.0,4,0.0
Mario Cimarro,1,4.6,4.6,355.0,355.0,4,0.0
Ted de Corsia,1,7.7,7.7,19236.0,19236.0,5,0.0
Everett Sloane,1,7.7,7.7,19236.0,19236.0,5,0.0
Rita Hayworth,1,7.7,7.7,19236.0,19236.0,5,0.0
Mark Rolston,1,6.3,6.3,5182.0,5182.0,2,0.0
Sunil Narkar,1,6.6,6.6,4204.0,4204.0,1,0.0
Paul Williams,2,5.6,5.7,11554.0,22764.0,5,39.0
Kate Maberly,1,5.7,5.7,344.0,344.0,4,0.0
Lex Barker,1,6.0,6.0,952.0,952.0,2,0.0
Karin Dor,1,6.0,6.0,952.0,952.0,2,0.0
Josh Meyers,1,5.7,5.7,3605.0,3605.0,2,0.0
Jon Mack,1,5.7,5.7,3605.0,3605.0,2,0.0
Buster Keaton,1,7.0,7.0,6804.0,6804.0,2,0.0
Zero Mostel,1,7.0,7.0,6804.0,6804.0,2,0.0
Phil Silvers,1,7.0,7.0,6804.0,6804.0,2,0.0
Eddie Vedder,1,5.3,5.3,2242.0,2242.0,1,0.0
Steve Earle,1,5.3,5.3,2242.0,2242.0,1,0.0
Wray Crawford,1,3.4,3.4,2348.0,2348.0,2,0.0
Dave Sheridan,1,3.4,3.4,2348.0,2348.0,2,0.0
Trenton Rostedt,1,3.4,3.4,2348.0,2348.0,2,0.0
Michael Aaron Milligan,1,3.4,3.4,838.0,838.0,1,0.0
James Chalke,1,3.4,3.4,838.0,838.0,1,0.0
Melissa Bolona,1,3.4,3.4,838.0,838.0,1,0.0
David Lewis,1,5.2,5.2,2032.0,2032.0,2,0.0
Mike 'The Miz' Mizanin,1,5.2,5.2,2032.0,2032.0,2,0.0
Paul McGillion,3,6.3999999999999995,7.0,2852.0,3262.0,3,8.0
Erik Palladino,1,7.0,7.0,118684.0,118684.0,3,0.0
Aida Elkashef,1,8.1,8.1,6678.0,6678.0,4,0.0
Ahmed Hassan,1,8.1,8.1,6678.0,6678.0,4,0.0
Karl E. Landler,1,5.8,5.8,1010.0,1010.0,1,0.0
Lizzie Brocheré,1,5.8,5.8,1010.0,1010.0,1,0.0
Prabhudheva,1,6.4,6.4,5018.0,5018.0,2,0.0
Remo,1,6.4,6.4,5018.0,5018.0,2,0.0
Philippe Petit,1,7.8,7.8,40481.0,40481.0,5,0.0
Paul McGill,1,7.8,7.8,40481.0,40481.0,5,0.0
Jean-Louis Blondeau,1,7.8,7.8,40481.0,40481.0,5,0.0
Rachel Nash,1,6.3,6.3,333.0,333.0,1,0.0
Siobhan Marshall,1,6.3,6.3,333.0,333.0,1,0.0
Peter Feeney,1,6.3,6.3,333.0,333.0,1,0.0
Adam Ratcliffe,1,7.2,7.2,744.0,744.0,1,0.0
Patrick Fabian,1,5.6,5.6,41509.0,41509.0,3,0.0
Kim Hunter,2,7.6,8.0,40105.0,78454.0,3,1.0
Ana Claudia Talancón,2,6.449999999999999,6.8,7158.0,11088.0,4,4.0
Gina Montana,1,7.3,7.3,70336.0,70336.0,2,0.0
Dwight Henry,1,7.3,7.3,70336.0,70336.0,2,0.0
Claude Akins,1,5.5,5.5,22764.0,22764.0,2,0.0
T.R. Silambarasan,1,5.1,5.1,563.0,563.0,2,0.0
Brahmanandam,1,5.1,5.1,563.0,563.0,2,0.0
Hansika Motwani,1,5.1,5.1,563.0,563.0,2,0.0
J.J. Abrams,1,6.6,6.6,13223.0,13223.0,2,0.0
Donald Trump,1,6.6,6.6,13223.0,13223.0,2,0.0
Sonam Kinga,1,7.5,7.5,1747.0,1747.0,2,0.0
Tshewang Dendup,1,7.5,7.5,1747.0,1747.0,2,0.0
Lhakpa Dorji,1,7.5,7.5,1747.0,1747.0,2,0.0
Alan Hale Jr.,1,7.0,7.0,25472.0,25472.0,1,0.0
Humphrey Bogart,2,7.9,8.6,194632.0,387508.0,5,10.0
Jim Backus,1,7.2,7.2,1756.0,1756.0,3,0.0
Luke Edwards,1,8.7,8.7,13.0,13.0,3,0.0
Bree Williamson,1,8.7,8.7,13.0,13.0,3,0.0
Kimberley Crossman,1,8.7,8.7,13.0,13.0,3,0.0
Nicholas Carella,1,3.4,3.4,761.0,761.0,2,0.0
Keenan Tracey,1,3.4,3.4,761.0,761.0,2,0.0
Christian Keyes,1,5.4,5.4,686.0,686.0,2,0.0
Armin Rohde,1,7.8,7.8,161471.0,161471.0,2,0.0
Ludger Pistor,1,7.8,7.8,161471.0,161471.0,2,0.0
Will Estes,1,6.7,6.7,26773.0,26773.0,2,0.0
Erin Pitt,1,4.7,4.7,840.0,840.0,2,0.0
CJ Adams,1,4.7,4.7,840.0,840.0,2,0.0
Chris Cleveland,1,6.3,6.3,28.0,28.0,1,0.0
Circus-Szalewski,1,6.3,6.3,28.0,28.0,1,0.0
Matthew Alan,1,6.3,6.3,28.0,28.0,1,0.0
John Randolph,1,6.1,6.1,23268.0,23268.0,2,0.0
Gordon Jump,1,6.1,6.1,23268.0,23268.0,2,0.0
Sarah Butler,1,6.3,6.3,56402.0,56402.0,2,0.0
Daniel Franzese,1,6.3,6.3,56402.0,56402.0,2,0.0
Ally Walker,1,6.3,6.3,8697.0,8697.0,3,0.0
Natalie Press,1,6.8,6.8,16349.0,16349.0,2,0.0
Dean Andrews,1,6.8,6.8,16349.0,16349.0,2,0.0
Nawazuddin Siddiqui,1,7.8,7.8,30479.0,30479.0,2,0.0
Ann Miller,1,8.0,8.0,17799.0,17799.0,3,0.0
Jean Arthur,2,8.1,8.2,47595.5,77392.0,3,1.0
Victor McLaglen,1,7.4,7.4,11920.0,11920.0,1,0.0
Ben Johnson,1,7.4,7.4,11920.0,11920.0,1,0.0
Michael Welch,2,5.85,6.1,14256.0,25951.0,3,7.0
Marla Gibbs,1,4.3,4.3,536.0,536.0,2,0.0
Nadine Labaki,1,7.2,7.2,9750.0,9750.0,3,0.0
Adel Karam,1,7.2,7.2,9750.0,9750.0,3,0.0
Yasmine Al Massri,1,7.2,7.2,9750.0,9750.0,3,0.0
Alejandro Furth,1,4.7,4.7,2621.0,2621.0,2,0.0
Pixie Davies,1,4.7,4.7,2621.0,2621.0,2,0.0
Lior Ashkenazi,1,7.3,7.3,4702.0,4702.0,3,0.0
Ohad Knoller,1,7.3,7.3,4702.0,4702.0,3,0.0
Yousef 'Joe' Sweid,1,7.3,7.3,4702.0,4702.0,3,0.0
Cindy Williams,1,7.9,7.9,74651.0,74651.0,3,0.0
Revathy,1,5.1,5.1,257.0,257.0,1,0.0
Michel Bouquet,1,7.2,7.2,4391.0,4391.0,3,0.0
Jean-Paul Belmondo,2,7.45,7.7,11888.5,19386.0,3,4.0
Marisa Coughlan,1,5.4,5.4,1618.0,1618.0,2,0.0
Dustin Ingram,1,3.7,3.7,3313.0,3313.0,1,0.0
Gage Golightly,1,3.7,3.7,3313.0,3313.0,1,0.0
Samuel Davis,1,3.7,3.7,3313.0,3313.0,1,0.0
Donald Gibb,1,6.8,6.8,57578.0,57578.0,4,0.0
Ken Siu,1,6.8,6.8,57578.0,57578.0,4,0.0
Justin Pierce,1,7.0,7.0,59041.0,59041.0,1,0.0
Leo Fitzpatrick,1,7.0,7.0,59041.0,59041.0,1,0.0
William Baldwin,1,7.4,7.4,60295.0,60295.0,2,0.0
Owen Kline,1,7.4,7.4,60295.0,60295.0,2,0.0
Elizabeth Meriwether,1,7.4,7.4,60295.0,60295.0,2,0.0
Scott Cohen,1,6.7,6.7,14018.0,14018.0,3,0.0
Jennifer Westfeldt,1,6.7,6.7,14018.0,14018.0,3,0.0
Brian Stepanek,1,6.7,6.7,14018.0,14018.0,3,0.0
T.J. Storm,1,9.1,9.1,246.0,246.0,1,0.0
Matthew Ziff,3,6.199999999999999,9.1,398.6666666666667,606.0,3,4.0
Sam Medina,1,9.1,9.1,246.0,246.0,1,0.0
Rhonda Fleming,1,7.6,7.6,32927.0,32927.0,4,0.0
Norman Lloyd,1,7.6,7.6,32927.0,32927.0,4,0.0
Leo G. Carroll,1,7.6,7.6,32927.0,32927.0,4,0.0
Philip Friedman,1,6.8,6.8,202800.0,202800.0,4,0.0
Miguel Sandoval,1,6.9,6.9,25332.0,25332.0,4,0.0
Gastón Pauls,1,7.9,7.9,38215.0,38215.0,3,0.0
Leticia Brédice,1,7.9,7.9,38215.0,38215.0,3,0.0
Yaakov Peri,1,7.6,7.6,4547.0,4547.0,2,0.0
Ami Ayalon,1,7.6,7.6,4547.0,4547.0,2,0.0
Yuval Diskin,1,7.6,7.6,4547.0,4547.0,2,0.0
Ryan McDonald,1,6.7,6.7,9408.0,9408.0,1,0.0
Salvator Xuereb,1,6.5,6.5,17322.0,17322.0,3,0.0
Summer Phoenix,1,7.2,7.2,30314.0,30314.0,1,0.0
Theresa Russell,1,7.2,7.2,30314.0,30314.0,1,0.0
Ward G. Smith,1,5.5,5.5,95.0,95.0,3,0.0
Lisa Brave,1,5.5,5.5,95.0,95.0,3,0.0
Malone Thomas,1,5.5,5.5,95.0,95.0,3,0.0
Jessy Schram,1,6.2,6.2,2963.0,2963.0,2,0.0
Joel Murray,1,5.7,5.7,23349.0,23349.0,2,0.0
Fred Malatesta,1,8.6,8.6,143086.0,143086.0,3,0.0
Paulette Goddard,1,8.6,8.6,143086.0,143086.0,3,0.0
Stanley Blystone,1,8.6,8.6,143086.0,143086.0,3,0.0
Timothy Patrick Quill,1,6.3,6.3,21379.0,21379.0,2,0.0
Jim O'Heir,1,6.1,6.1,1351.0,1351.0,1,0.0
Jenny O'Hara,1,6.0,6.0,1134.0,1134.0,3,0.0
Darren E. Burrows,1,6.0,6.0,1134.0,1134.0,3,0.0
Ronnie Lazaro,1,5.8,5.8,463.0,463.0,2,0.0
John Arcilla,1,5.8,5.8,463.0,463.0,2,0.0
Brian Lee Franklin,1,5.8,5.8,463.0,463.0,2,0.0
Georgina Reilly,2,6.2,6.7,11721.5,22212.0,3,4.0
Boyd Banks,2,6.050000000000001,6.7,11174.5,22212.0,5,6.0
Michael Elian,1,7.6,7.6,7.0,7.0,3,0.0
Jaime Zevallos,1,7.6,7.6,7.0,7.0,3,0.0
Morgana O'Reilly,1,6.8,6.8,23323.0,23323.0,3,0.0
Bruce Hopkins,1,6.8,6.8,23323.0,23323.0,3,0.0
Cameron Rhodes,1,6.8,6.8,23323.0,23323.0,3,0.0
Jon Hunter,1,6.8,6.8,4120.0,4120.0,1,0.0
Matt Hunter,1,6.8,6.8,4120.0,4120.0,1,0.0
Lee Scott,1,6.8,6.8,4120.0,4120.0,1,0.0
Kyla Wise,1,6.8,6.8,1232.0,1232.0,3,0.0
Nicole Muñoz,1,6.8,6.8,1232.0,1232.0,3,0.0
Sarah Lind,1,6.8,6.8,1232.0,1232.0,3,0.0
Joe Armstrong,1,7.1,7.1,2841.0,2841.0,2,0.0
Martin Hancock,1,7.1,7.1,2841.0,2841.0,2,0.0
Monica Barladeanu,1,7.1,7.1,2841.0,2841.0,2,0.0
John DeSantis,1,2.8,2.8,459.0,459.0,1,0.0
Ashanti,1,2.8,2.8,459.0,459.0,1,0.0
Amber Marshall,1,2.8,2.8,459.0,459.0,1,0.0
Katrina Law,1,3.1,3.1,735.0,735.0,3,0.0
Lydia Hearst,1,3.3,3.3,1547.0,1547.0,4,0.0
Balthazar Getty,1,3.3,3.3,1547.0,1547.0,4,0.0
Kiowa Gordon,1,3.6,3.6,133.0,133.0,3,0.0
Billy Gilbert,1,7.7,7.7,133348.0,133348.0,4,0.0
Adriana Caselotti,1,7.7,7.7,133348.0,133348.0,4,0.0
Lucille La Verne,1,7.7,7.7,133348.0,133348.0,4,0.0
Mercedes Morán,1,6.7,6.7,2720.0,2720.0,1,0.0
María Alche,1,6.7,6.7,2720.0,2720.0,1,0.0
Brigitte Bardot,1,5.5,5.5,1978.0,1978.0,1,0.0
Gabriel Beristain,1,6.6,6.6,3291.0,3291.0,3,0.0
Zak Penn,1,6.6,6.6,3291.0,3291.0,3,0.0
John Bailey,1,6.6,6.6,3291.0,3291.0,3,0.0
Cullen Douglas,1,4.8,4.8,162.0,162.0,1,0.0
Christina Moore,1,4.8,4.8,162.0,162.0,1,0.0
Chasty Ballesteros,1,5.5,5.5,4948.0,4948.0,2,0.0
Adam DiMarco,1,5.5,5.5,4948.0,4948.0,2,0.0
Camren Bicondova,1,5.5,5.5,4948.0,4948.0,2,0.0
Léa Drucker,1,6.3,6.3,2082.0,2082.0,3,0.0
Laurent Poitrenaux,1,6.3,6.3,2082.0,2082.0,3,0.0
Angela Jones,1,6.9,6.9,330.0,330.0,2,0.0
Jonathan Mangum,1,6.9,6.9,330.0,330.0,2,0.0
Burgess Meredith,2,7.3,8.1,199107.5,375240.0,5,10.0
Burt Ward,1,6.5,6.5,22975.0,22975.0,3,0.0
Michael Douglas,1,7.3,7.3,3405.0,3405.0,4,
Trine Dyrholm,1,8.1,8.1,65951.0,65951.0,1,0.0
Paprika Steen,1,8.1,8.1,65951.0,65951.0,1,0.0
Cat Ly,1,7.4,7.4,775.0,775.0,1,0.0
Kieu Chinh,1,7.4,7.4,775.0,775.0,1,0.0
Long Nguyen,1,7.4,7.4,775.0,775.0,1,0.0
Kristen Cloke,1,7.7,7.7,6381.0,6381.0,2,
Tucker Smallwood,1,7.7,7.7,6381.0,6381.0,2,
Mirlan Abdulayev,1,8.7,8.7,3144.0,3144.0,4,0.0
Aziz Muradillayev,1,8.7,8.7,3144.0,3144.0,4,0.0
Elina Abai Kyzy,1,8.7,8.7,3144.0,3144.0,4,0.0
Lenore Zann,1,4.3,4.3,1339.0,1339.0,2,0.0
Tim Choate,1,4.3,4.3,1339.0,1339.0,2,0.0
Uday Chopra,1,3.3,3.3,1167.0,1167.0,3,0.0
Samantha McLeod,1,3.3,3.3,1167.0,1167.0,3,0.0
Matt Crabtree,1,2.7,2.7,5579.0,5579.0,1,0.0
Chloe Bridges,1,5.2,5.2,4866.0,4866.0,3,0.0
Joan Fontaine,1,8.2,8.2,87424.0,87424.0,4,0.0
Adrienne King,1,6.1,6.1,39690.0,39690.0,3,0.0
Amy Steel,1,6.1,6.1,39690.0,39690.0,3,0.0
Betsy Palmer,1,6.1,6.1,39690.0,39690.0,3,0.0
Frank Faylen,1,8.0,8.0,24959.0,24959.0,2,0.0
Jane Wyman,1,8.0,8.0,24959.0,24959.0,2,0.0
Ray Milland,1,8.0,8.0,24959.0,24959.0,2,0.0
Jorge Diaz,1,5.7,5.7,910.0,910.0,2,0.0
Jenni Rivera,1,5.7,5.7,910.0,910.0,2,0.0
Vic Mignogna,1,3.7,3.7,458.0,458.0,1,0.0
Jean Peters,1,7.1,7.1,11047.0,11047.0,3,0.0
Will Wright,1,7.1,7.1,11047.0,11047.0,3,0.0
Walter Pidgeon,1,7.8,7.8,15840.0,15840.0,2,0.0
Barry Fitzgerald,1,7.8,7.8,15840.0,15840.0,2,0.0
Riley Keough,1,7.3,7.3,3282.0,3282.0,1,
Elvis Nolasco,1,4.1,4.1,794.0,794.0,3,0.0
Felicia Pearson,1,4.1,4.1,794.0,794.0,3,0.0
Steven Brill,1,7.2,7.2,37785.0,37785.0,1,0.0
Laura San Giacomo,1,7.2,7.2,37785.0,37785.0,1,0.0
Ben Youcef,1,7.6,7.6,101.0,101.0,3,0.0
Zuhair Haddad,1,7.6,7.6,101.0,101.0,3,0.0
Vera Wilson,1,7.0,7.0,1229.0,1229.0,2,0.0
Ximena Ayala,1,7.0,7.0,1229.0,1229.0,2,0.0
José Manuel Orozco Angulo,1,7.0,7.0,1229.0,1229.0,2,0.0
Randeep Hooda,1,7.4,7.4,19397.0,19397.0,3,0.0
Jerry Mathers,1,7.2,7.2,24891.0,24891.0,3,0.0
Spring Byington,2,6.8,7.1,2232.5,3418.0,7,4.0
Nigel Bruce,1,6.5,6.5,1047.0,1047.0,3,0.0
Gale Sondergaard,1,6.5,6.5,1047.0,1047.0,3,0.0
Enzo Petito,1,8.9,8.9,503509.0,503509.0,1,0.0
Luigi Pistilli,1,8.9,8.9,503509.0,503509.0,1,0.0
Luis Miranda,1,7.9,7.9,7025.0,7025.0,2,0.0
Regina Casé,1,7.9,7.9,7025.0,7025.0,2,0.0
Alex Huszar,1,7.9,7.9,7025.0,7025.0,2,0.0
Eric Lange,1,6.0,6.0,2582.0,2582.0,2,0.0
Marshall Allman,1,6.0,6.0,2582.0,2582.0,2,0.0
Lemmy,1,6.1,6.1,91.0,91.0,2,0.0
Zoë Poledouris,1,6.1,6.1,91.0,91.0,2,0.0
Coyote Shivers,1,6.1,6.1,91.0,91.0,2,0.0
Déborah Révy,1,5.6,5.6,4068.0,4068.0,1,0.0
Yassine Azzouz,1,5.6,5.6,4068.0,4068.0,1,0.0
Johnny Amaro,1,5.6,5.6,4068.0,4068.0,1,0.0
Nataniel Sánchez,1,7.2,7.2,27.0,27.0,2,0.0
Antonio Arrué,1,7.2,7.2,27.0,27.0,2,0.0
Juan Carlos Montoya,1,7.2,7.2,27.0,27.0,2,0.0
Jim Cody Williams,1,6.1,6.1,2953.0,2953.0,3,0.0
Rich Ceraulo,1,3.8,3.8,9560.0,9560.0,1,0.0
Errol Flynn,1,7.1,7.1,3418.0,3418.0,4,0.0
Michael Eisner,1,4.5,4.5,652.0,652.0,1,0.0
Kristin Booth,1,4.5,4.5,652.0,652.0,1,0.0
Chelsey Reist,1,3.8,3.8,1321.0,1321.0,4,0.0
Victor Zinck Jr.,1,3.8,3.8,1321.0,1321.0,4,0.0
Christie Burke,1,3.8,3.8,1321.0,1321.0,4,0.0
Brittney Powell,1,6.2,6.2,5061.0,5061.0,3,0.0
Redd Foxx,1,6.6,6.6,1172.0,1172.0,2,0.0
Cleavon Little,1,6.6,6.6,1172.0,1172.0,2,0.0
Calvin Lockhart,1,6.6,6.6,1172.0,1172.0,2,0.0
Sabrina Carmichael,1,4.6,4.6,742.0,742.0,1,0.0
Dustin Diamond,1,4.2,4.2,71.0,71.0,1,0.0
Deirdre Lorenz,1,4.2,4.2,71.0,71.0,1,0.0
Seregon O'Dassey,1,4.2,4.2,71.0,71.0,1,0.0
George Newton,1,7.7,7.7,39929.0,39929.0,3,0.0
Richard Cawthorne,1,7.1,7.1,726.0,726.0,3,
John Jarratt,1,7.1,7.1,726.0,726.0,3,
Susan Tyrrell,1,5.9,5.9,1324.0,1324.0,4,0.0
Brent Neale,1,7.0,7.0,1555.0,1555.0,3,0.0
CindyMarie Small,1,7.0,7.0,1555.0,1555.0,3,0.0
Sarah Murphy-Dyson,1,7.0,7.0,1555.0,1555.0,3,0.0
Jeanne Neilson,1,6.9,6.9,2050.0,2050.0,1,0.0
Frank Rautenbach,1,6.9,6.9,2050.0,2050.0,1,0.0
Sean Cameron Michael,1,6.9,6.9,2050.0,2050.0,1,0.0
Marilyn Norry,1,6.1,6.1,6555.0,6555.0,2,0.0
Eva Bourne,1,6.1,6.1,6555.0,6555.0,2,0.0
Donny Alamsyah,1,7.6,7.6,148221.0,148221.0,3,0.0
Yayan Ruhian,1,7.6,7.6,148221.0,148221.0,3,0.0
Iko Uwais,1,7.6,7.6,148221.0,148221.0,3,0.0
Matthew R. Anderson,1,3.0,3.0,737.0,737.0,3,0.0
Joe Marino,1,2.6,2.6,332.0,332.0,1,0.0
Anella Vastola,1,2.6,2.6,332.0,332.0,1,0.0
Piero Maggiò,1,2.6,2.6,332.0,332.0,1,0.0
Conrad Veidt,1,8.6,8.6,387508.0,387508.0,3,0.0
Talia Zucker,1,6.1,6.1,9465.0,9465.0,4,0.0
Rosie Traynor,1,6.1,6.1,9465.0,9465.0,4,0.0
Martin Sharpe,1,6.1,6.1,9465.0,9465.0,4,0.0
Shazahn Padamsee,1,7.5,7.5,11010.0,11010.0,2,0.0
Gauhar Khan,1,7.5,7.5,11010.0,11010.0,2,0.0
Jesse Vint,1,6.7,6.7,20678.0,20678.0,2,0.0
Gitte Witt,1,4.9,4.9,512.0,512.0,1,0.0
Christopher Abbott,2,5.9,6.9,20468.5,40425.0,3,3.0
Hugh Griffith,1,6.8,6.8,8508.0,8508.0,3,0.0
Heather Sossaman,1,5.7,5.7,44329.0,44329.0,3,0.0
Renee Olstead,1,5.7,5.7,44329.0,44329.0,3,0.0
Ursula Andress,1,7.3,7.3,116642.0,116642.0,3,0.0
Jack Lord,1,7.3,7.3,116642.0,116642.0,3,0.0
Ashley Laurence,1,7.0,7.0,76407.0,76407.0,2,0.0
Clare Higgins,1,7.0,7.0,76407.0,76407.0,2,0.0
Andrew Robinson,1,7.0,7.0,76407.0,76407.0,2,0.0
Robin Givens,1,3.4,3.4,4501.0,4501.0,1,0.0
Benjamin A. Onyango,1,3.4,3.4,4501.0,4501.0,1,0.0
Maria Canals-Barrera,1,3.4,3.4,4501.0,4501.0,1,0.0
Hiroshi Abe,1,6.0,6.0,5442.0,5442.0,5,0.0
Naomi Nishida,1,6.0,6.0,5442.0,5442.0,5,0.0
Sakae Kimura,1,6.0,6.0,5442.0,5442.0,5,0.0
Paul Borghese,1,7.4,7.4,36321.0,36321.0,3,0.0
Fernanda Andrade,1,4.2,4.2,30570.0,30570.0,1,0.0
Claudiu Trandafir,1,4.2,4.2,30570.0,30570.0,1,0.0
Cynthia Myers,1,6.2,6.2,7584.0,7584.0,3,0.0
Harrison Page,1,6.2,6.2,7584.0,7584.0,3,0.0
Debra Paget,1,6.2,6.2,2636.0,2636.0,3,0.0
Neville Brand,1,6.2,6.2,2636.0,2636.0,3,0.0
James Drury,1,6.2,6.2,2636.0,2636.0,3,0.0
Al Gore,1,7.5,7.5,67654.0,67654.0,1,0.0
James Brown,1,7.2,7.2,7346.0,7346.0,4,0.0
Forrest Tucker,1,7.2,7.2,7346.0,7346.0,4,0.0
Richard Jaeckel,1,7.2,7.2,7346.0,7346.0,4,0.0
Keith Richards,1,7.2,7.2,9638.0,9638.0,3,0.0
Albert Maysles,1,7.2,7.2,9638.0,9638.0,3,0.0
Mick Jagger,1,7.2,7.2,9638.0,9638.0,3,0.0
Magda Apanowicz,1,5.4,5.4,21468.0,21468.0,2,0.0
Alex Lawther,1,7.0,7.0,162.0,162.0,3,0.0
Niamh Cusack,1,7.0,7.0,162.0,162.0,3,0.0
Rhea Perlman,1,7.2,7.2,36381.0,36381.0,4,0.0
Eric Schlosser,1,7.9,7.9,42389.0,42389.0,1,0.0
Barbara Kowalcyk,1,7.9,7.9,42389.0,42389.0,1,0.0
Michael Pollan,1,7.9,7.9,42389.0,42389.0,1,0.0
Jason Burkey,1,6.8,6.8,6110.0,6110.0,1,0.0
Robert Amaya,1,6.8,6.8,6110.0,6110.0,1,0.0
Kathleen Rose Perkins,1,6.8,6.8,31254.0,31254.0,2,0.0
Julia Garner,1,6.9,6.9,40425.0,40425.0,3,0.0
Jake Lacy,1,6.8,6.8,16594.0,16594.0,2,0.0
Jenny Slate,1,6.8,6.8,16594.0,16594.0,2,0.0
Misty Upham,1,7.2,7.2,21746.0,21746.0,2,0.0
Michael O'Keefe,1,7.2,7.2,21746.0,21746.0,2,0.0
Lou Adler,1,7.4,7.4,9540.0,9540.0,2,0.0
Merry Clayton,1,7.4,7.4,9540.0,9540.0,2,0.0
Angel David,1,5.6,5.6,5933.0,5933.0,2,0.0
Natasha Gregson Wagner,2,5.55,5.6,3113.5,5933.0,3,0.0
Phyllis Diller,1,7.7,7.7,11283.0,11283.0,1,0.0
Colette Divine,1,7.7,7.7,11283.0,11283.0,1,0.0
Ella Joyce,1,7.2,7.2,38893.0,38893.0,3,0.0
Bonz Malone,1,7.2,7.2,1976.0,1976.0,1,0.0
Saul Williams,1,7.2,7.2,1976.0,1976.0,1,0.0
Rick Macy,1,7.2,7.2,983.0,983.0,3,0.0
Frank Gerrish,2,6.45,7.2,540.5,983.0,4,2.0
Jaya Bhaduri,1,6.2,6.2,2715.0,2715.0,2,0.0
Manoj Bajpayee,1,6.2,6.2,2715.0,2715.0,2,0.0
Dian Bachar,1,6.2,6.2,30396.0,30396.0,2,0.0
Matt Stone,1,6.2,6.2,30396.0,30396.0,2,0.0
Olivia Crocicchia,1,6.3,6.3,19752.0,19752.0,1,0.0
Shahir Kabaha,1,7.4,7.4,4999.0,4999.0,2,0.0
