actor,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years
Robert Downey Jr.,29,6.927586206896551,8.2,244114.8275862069,995415.0,19,21.0
Daniel Radcliffe,12,6.891666666666667,7.8,213946.0,444683.0,11,15.0
Rupert Grint,8,7.237499999999999,7.8,189696.75,387616.0,8,9.0
Alan Rickman,11,7.063636363636363,8.2,177018.18181818182,592582.0,13,28.0
Henry Cavill,7,6.828571428571429,7.7,225723.85714285713,548573.0,9,14.0
Alan D. Purwin,1,6.9,6.9,371639.0,371639.0,3,0.0
Lauren Cohan,3,7.0,8.1,136794.0,371639.0,7,2.0
Frank Langella,14,6.3,7.1,85483.64285714286,240396.0,13,33.0
Kevin Spacey,22,7.1499999999999995,8.6,197519.0,822500.0,15,22.0
Marlon Brando,9,7.2555555555555555,9.2,257978.11111111112,1155770.0,10,55.0
Giancarlo Giannini,3,6.6000000000000005,7.7,204613.66666666666,330784.0,6,6.0
Mathieu Amalric,5,6.9799999999999995,8.0,120576.4,330784.0,8,9.0
Ruth Wilson,3,7.533333333333334,8.6,123359.66666666667,181792.0,11,0.0
Tom Wilkinson,27,6.937037037037037,8.3,118378.5925925926,666937.0,16,20.0
Christopher Meloni,6,6.516666666666667,7.5,130498.83333333333,548573.0,12,18.0
Harry Lennix,9,6.666666666666667,7.7,93452.11111111111,548573.0,14,18.0
Peter Dinklage,14,6.7714285714285705,8.1,97327.92857142857,514125.0,12,15.0
Damián Alcázar,2,6.699999999999999,6.8,80505.0,149922.0,6,6.0
Pierfrancesco Favino,1,6.6,6.6,149922.0,149922.0,4,0.0
Stephen Graham,7,6.728571428571429,7.7,115738.0,370704.0,15,7.0
Sam Claflin,4,6.625,7.6,170432.75,370704.0,5,5.0
Michael Stuhlbarg,4,7.05,7.2,162418.0,268154.0,9,6.0
Nicole Scherzinger,1,6.8,6.8,268154.0,268154.0,6,0.0
Will Smith,20,6.7299999999999995,8.0,235704.0,530870.0,15,21.0
Adam Brown,3,7.766666666666667,7.9,491671.3333333333,637246.0,2,2.0
Aidan Turner,4,7.325,7.9,395510.5,637246.0,5,2.0
James Nesbitt,8,7.5,8.1,190915.375,637246.0,10,16.0
Andrew Garfield,7,6.957142857142857,7.7,219876.85714285713,479453.0,11,7.0
Emma Stone,14,6.671428571428572,8.1,234700.85714285713,451803.0,11,8.0
Chris Zylka,2,5.5,7.0,236313.0,451803.0,5,1.0
Scott Grimes,2,6.7,6.7,117007.5,211765.0,6,11.0
William Hurt,16,6.8374999999999995,8.2,125927.9375,426359.0,16,26.0
Mark Addy,9,5.977777777777778,7.3,61323.333333333336,211765.0,13,13.0
Kristin Scott Thomas,13,6.823076923076922,7.5,77421.61538461539,300542.0,14,19.0
Christopher Lee,15,6.700000000000001,8.8,308004.73333333334,1238746.0,16,45.0
Eva Green,6,6.866666666666667,8.0,239389.16666666666,470501.0,10,8.0
Thomas Kretschmann,13,6.56923076923077,8.3,152334.15384615384,316027.0,16,16.0
Naomi Watts,22,6.78181818181818,8.0,127726.22727272728,395087.0,11,21.0
Evan Parke,3,7.2,7.2,316021.6666666667,316027.0,4,0.0
Leonardo DiCaprio,22,7.50909090909091,8.8,429682.63636363635,1468200.0,11,22.0
Kate Winslet,22,7.018181818181819,8.3,157916.54545454544,793059.0,14,22.0
Gloria Stuart,1,7.7,7.7,793059.0,793059.0,2,0.0
Chris Evans,13,6.73076923076923,8.2,176973.07692307694,508818.0,13,15.0
Liam Neeson,34,6.611764705882354,8.9,191485.5588235294,980946.0,17,33.0
Alexander Skarsgård,9,6.544444444444444,7.1,87645.33333333333,202382.0,7,15.0
Tadanobu Asano,2,6.6,7.3,120008.5,202382.0,8,5.0
Bryce Dallas Howard,9,6.966666666666667,8.1,176872.55555555556,418214.0,10,12.0
Omar Sy,3,6.933333333333333,7.2,168077.0,418214.0,7,6.0
Judy Greer,25,6.112,7.6,102882.4,418214.0,15,16.0
Helen McCrory,3,7.8,7.8,394397.3333333333,522048.0,7,3.0
Albert Finney,8,7.1625,8.1,263398.625,522048.0,10,49.0
Don Cheadle,15,6.893333333333334,8.1,161411.4,557489.0,12,16.0
Jon Favreau,18,6.577777777777778,8.2,198653.05555555556,780588.0,12,19.0
Anne Hathaway,24,6.704166666666668,8.6,149539.0,928227.0,13,15.0
Daniel Cudmore,1,6.8,6.8,383427.0,383427.0,5,0.0
Kelsey Grammer,6,6.083333333333333,7.1,128339.0,383427.0,13,17.0
Hugh Jackman,24,6.866666666666668,8.5,224239.41666666666,844052.0,16,16.0
Sean Hayes,6,5.733333333333333,7.4,83227.33333333333,235025.0,8,10.0
Steve Buscemi,37,6.567567567567568,8.4,137609.8108108108,664719.0,17,23.0
Tyler Labine,7,6.442857142857143,7.6,124121.14285714286,403836.0,14,15.0
Glenn Morshower,8,5.6875,6.5,126915.5,326180.0,9,19.0
Ramon Rodriguez,5,6.42,7.4,154944.2,323207.0,7,8.0
Kevin Dunn,8,6.6875,8.2,223385.625,513158.0,8,15.0
Bingbing Li,4,5.800000000000001,6.1,88736.25,242420.0,8,3.0
Sophia Myles,4,5.925,7.0,154471.25,242420.0,7,11.0
Mila Kunis,15,6.500000000000001,8.0,169375.93333333332,551363.0,11,15.0
Tim Holmes,2,6.4,6.4,175411.0,175413.0,3,0.0
B.J. Novak,3,6.433333333333333,7.5,149114.66666666666,321227.0,11,8.0
Olivia Wilde,15,6.426666666666666,8.1,117572.53333333334,312629.0,13,10.0
Jeff Bridges,24,6.770833333333332,8.2,122209.16666666667,696338.0,17,35.0
James Frain,10,6.55,7.7,91403.0,264186.0,12,21.0
Joe Mantegna,9,6.2444444444444445,7.6,51111.11111111111,267980.0,11,21.0
Eddie Izzard,7,6.014285714285714,7.0,40468.142857142855,101178.0,14,13.0
Ryan Reynolds,19,6.610526315789474,8.1,144988.73684210525,479047.0,16,17.0
Taika Waititi,1,5.6,5.6,223393.0,223393.0,3,0.0
Temuera Morrison,4,5.050000000000001,6.5,78227.25,223393.0,9,15.0
Don Rickles,3,7.633333333333333,8.3,299486.3333333333,544884.0,8,15.0
John Ratzenberger,10,7.890000000000001,8.4,474710.5,718837.0,7,17.0
Tom Hanks,28,7.3999999999999995,8.8,307625.96428571426,1251222.0,17,31.0
Common,10,6.510000000000001,7.3,138519.4,447979.0,16,10.0
Paul Walker,19,6.305263157894737,7.4,115946.15789473684,284792.0,13,17.0
Jason Statham,26,6.546153846153846,8.3,178575.73076923078,600996.0,11,17.0
Vin Diesel,19,6.773684210526315,8.6,213229.8947368421,881236.0,13,17.0
Brad Pitt,34,7.123529411764706,8.8,295389.5882352941,1347461.0,20,24.0
Mireille Enos,4,6.3,7.0,160978.0,465019.0,10,1.0
Peter Capaldi,4,7.1499999999999995,7.7,149998.25,465019.0,8,25.0
Jennifer Lawrence,15,7.046666666666667,8.0,272005.73333333334,701607.0,11,8.0
Bruce Greenwood,19,6.489473684210526,8.0,103507.21052631579,504419.0,16,20.0
Noel Clarke,1,7.8,7.8,395573.0,395573.0,3,0.0
Benedict Cumberbatch,10,7.1899999999999995,8.1,167822.3,467613.0,14,8.0
Ewen Bremner,8,7.125,8.2,168430.125,469561.0,10,17.0
Eddie Marsan,12,7.316666666666666,8.2,273013.6666666667,791783.0,11,12.0
Ralph Brown,2,5.949999999999999,6.3,56081.5,106416.0,3,6.0
Steve Bisley,3,7.2,7.3,292692.3333333333,362933.0,6,34.0
Elizabeth Debicki,3,7.3,7.3,300601.6666666667,362933.0,5,2.0
Reece Ritchie,2,6.3,6.6,111790.0,222403.0,6,4.0
Jake Gyllenhaal,20,6.955000000000001,8.1,183905.4,580999.0,13,14.0
Richard Coyle,5,6.36,6.9,69977.8,222403.0,10,8.0
Charlie Hunnam,6,6.75,7.9,151869.0,381148.0,11,11.0
Clifton Collins Jr.,16,6.3125,7.0,71604.5,381148.0,12,24.0
Larry Joe Campbell,2,6.45,7.0,242189.0,381148.0,5,2.0
Lester Speight,1,6.3,6.3,326180.0,326180.0,3,0.0
Jim Broadbent,30,6.703333333333334,8.2,83286.16666666667,333847.0,16,27.0
Harrison Ford,29,7.075862068965518,8.8,235658.44827586206,911097.0,15,42.0
Ray Winstone,18,6.199999999999999,8.5,111258.72222222222,873649.0,15,15.0
Jack McGraw,1,6.8,6.8,62836.0,62836.0,5,0.0
Peter Sohn,1,6.8,6.8,62836.0,62836.0,5,0.0
A.J. Buckley,5,6.039999999999999,6.8,14527.8,62836.0,9,15.0
Kelly Macdonald,8,7.0875,8.2,226119.0,612060.0,11,16.0
Julie Walters,8,7.0874999999999995,7.7,87353.125,273556.0,10,15.0
Sofia Boutella,1,7.5,7.5,53607.0,53607.0,4,0.0
Melissa Roxburgh,1,7.5,7.5,53607.0,53607.0,4,0.0
Lydia Wilson,1,7.5,7.5,53607.0,53607.0,4,0.0
Fred Willard,12,5.758333333333334,8.4,117969.58333333333,718837.0,10,20.0
Jeff Garlin,5,6.4799999999999995,8.4,178228.8,718837.0,7,9.0
Noémie Lenoir,2,5.65,6.2,73925.5,121084.0,4,8.0
Tzi Ma,4,6.65,7.5,55677.75,121084.0,9,10.0
Dana Ivey,4,6.750000000000001,7.8,71527.75,121084.0,7,22.0
Tom McCarthy,4,6.575,7.1,158715.5,283418.0,8,3.0
Liam James,3,6.900000000000001,7.5,134184.33333333334,283418.0,6,4.0
Oliver Platt,21,6.514285714285713,9.0,82411.09523809524,518537.0,16,23.0
Robin Wright,13,6.792307692307692,8.1,123113.69230769231,330152.0,16,26.0
Colin Firth,19,6.773684210526315,8.0,104167.94736842105,503631.0,15,18.0
Gary Oldman,23,6.51304347826087,8.0,124207.13043478261,382255.0,15,24.0
Eddie Redmayne,7,6.757142857142857,7.7,112998.57142857143,265507.0,9,8.0
Channing Tatum,22,6.281818181818181,7.3,121834.13636363637,408302.0,15,11.0
Casper Crump,2,6.6,6.6,42372.0,42372.0,4,0.0
Kiran Shah,1,6.9,6.9,286506.0,286506.0,3,0.0
Shane Rangi,2,6.6,6.9,196476.0,286506.0,3,5.0
Tye Sheridan,4,7.074999999999999,7.4,114131.5,148379.0,5,5.0
Michael Fassbender,15,6.819999999999999,8.3,222133.66666666666,885175.0,13,10.0
Morgan Freeman,47,6.93404255319149,9.3,239661.6170212766,1689764.0,19,27.0
Heath Ledger,10,7.010000000000001,9.0,277989.9,1676169.0,14,9.0
Delroy Lindo,15,6.553333333333334,8.3,89682.13333333333,665575.0,13,26.0
Jess Harnell,2,7.45,8.3,338140.5,665575.0,5,1.0
Rainn Wilson,8,6.5249999999999995,7.5,153514.375,414345.0,10,9.0
Amy Poehler,14,5.878571428571429,8.3,78427.64285714286,345198.0,12,16.0
Stephen Colbert,2,7.3,8.1,59367.0,114553.0,6,0.0
Chloë Grace Moretz,17,6.341176470588237,7.7,121735.4705882353,376600.0,14,11.0
Salma Hayek,19,6.194736842105264,7.5,75747.52631578948,219091.0,17,21.0
Bai Ling,6,5.900000000000001,7.6,62607.166666666664,136580.0,12,16.0
Brendan Fraser,17,5.788235294117647,7.5,50961.705882352944,248045.0,14,18.0
Russell Wong,3,6.433333333333334,8.0,40319.0,117927.0,7,6.0
Jet Li,13,6.576923076923077,7.9,100468.23076923077,270226.0,11,12.0
Robin Atkin Downes,3,7.2,7.8,65902.66666666667,118992.0,9,12.0
Ike Barinholtz,4,5.300000000000001,6.9,109639.75,216581.0,4,8.0
Steve Carell,20,6.6450000000000005,7.9,167643.4,385943.0,12,12.0
Jimmy Bennett,8,6.000000000000001,7.0,71516.125,141663.0,10,4.0
Tom Cruise,29,7.0137931034482754,8.0,219974.89655172414,431620.0,16,32.0
Lara Pulver,1,7.9,7.9,431620.0,431620.0,3,0.0
Noah Taylor,6,7.183333333333334,7.9,149105.5,431620.0,14,18.0
Jeanne Tripplehorn,5,5.720000000000001,6.8,55917.2,144337.0,9,7.0
Zakes Mokae,2,6.25,6.4,72806.0,144337.0,5,14.0
Rick Aviles,1,6.1,6.1,144337.0,144337.0,4,0.0
Dennis Quaid,22,6.509090909090909,7.9,69557.04545454546,333248.0,18,32.0
Leo Howard,2,5.35,5.8,89955.0,174578.0,7,0.0
Mindy Kaling,3,6.6000000000000005,8.3,182024.0,345198.0,7,8.0
Phyllis Smith,2,7.0,8.3,252808.0,345198.0,6,4.0
Bill Murray,34,6.917647058823531,8.1,125802.23529411765,475518.0,18,36.0
Garry Shandling,5,6.26,7.8,46459.6,106221.0,7,16.0
Kristen Stewart,20,6.12,8.2,150989.1,426359.0,12,12.0
Sharlto Copley,4,7.125,8.0,323761.5,531737.0,9,6.0
Sam Riley,4,6.55,7.7,83099.5,252257.0,11,9.0
Angelina Jolie Pitt,25,6.412000000000001,7.8,140769.68,348861.0,15,21.0
Kodi Smit-McPhee,4,7.175000000000001,7.6,127429.0,317542.0,11,5.0
Bipasha Basu,3,5.066666666666666,6.2,2514.0,3266.0,7,4.0
Tamsin Egerton,4,5.4,6.8,8026.75,18220.0,6,9.0
Alice Englert,2,4.5,4.5,2138.0,2138.0,4,0.0
Keanu Reeves,25,6.756,8.7,128390.44,1217752.0,15,30.0
Jin Akanishi,1,6.3,6.3,116994.0,116994.0,4,0.0
Cary-Hiroyuki Tagawa,12,6.191666666666666,8.1,81262.75,177729.0,13,28.0
Hayley Atwell,8,7.0375000000000005,7.8,200904.875,508818.0,11,7.0
Jon Hamm,9,6.288888888888889,7.6,132457.11111111112,280228.0,15,13.0
Mary Kay Place,5,6.5,7.8,83480.2,254404.0,10,33.0
Kathy Griffin,1,6.4,6.4,138661.0,138661.0,5,0.0
Chris Bauer,6,6.583333333333333,7.1,62738.666666666664,128306.0,13,19.0
Thomas Robinson,1,6.5,6.5,128306.0,128306.0,5,0.0
Daniel Henney,2,7.1,7.9,140174.0,279093.0,8,2.0
Damon Wayans Jr.,4,6.0,7.9,108878.5,279093.0,9,7.0
Abraham Benrubi,3,6.7,7.9,120914.0,279093.0,10,19.0
Joe Lo Truglio,8,6.6375,7.8,129508.375,422606.0,8,11.0
Jack McBrayer,6,6.483333333333333,7.8,152528.16666666666,385943.0,10,6.0
Sarah Silverman,7,6.571428571428572,7.8,115409.71428571429,272534.0,9,14.0
Eddie Deezen,2,6.3,6.6,77578.5,120798.0,5,11.0
Peter Scolari,1,6.6,6.6,120798.0,120798.0,4,0.0
Vivica A. Fox,12,5.916666666666667,8.1,132066.16666666666,735784.0,11,20.0
Judd Hirsch,4,6.925,8.2,203477.0,610568.0,7,36.0
Sela Ward,7,6.528571428571428,8.1,176895.85714285713,569841.0,9,23.0
Craig Ferguson,3,7.266666666666667,8.2,167721.0,485430.0,6,12.0
Gerard Butler,25,6.54,8.2,127346.92,607235.0,17,16.0
