Id,Label,movies_credited,degree,weighted_degree
Sam McMurray,,2,4,4
Donovan Scott,,1,2,2
Ted Wass,,1,2,2
Kaylee DeFer,,1,2,2
Jack Plotnick,,2,4,4
Craig Hall,,1,2,2
Don McKellar,,2,4,4
Joe Pingue,,1,2,2
Yûsuke Iseya,,1,2,2
Michael Paré,,3,6,6
Julie Adams,,1,2,2
Dallas Barnett,,1,2,2
Erica Linz,,1,2,2
Igor Zaripov,,1,2,2
Aidan McArdle,,1,2,2
James Tupper,,1,2,2
Liya Kebede,,1,2,2
Sean Buchanan,,1,2,2
Shawn Hatosy,,6,12,12
Benoît Magimel,,2,4,4
Gilles Lellouche,,1,2,2
Gil Birmingham,,1,2,2
Scout Taylor-Compton,,4,6,8
André Wilms,,1,2,2
Jérôme Deschamps,,1,2,2
Yolande Moreau,,1,2,2
Aleksandr Bashirov,,1,2,2
Evgeniy Mironov,,1,2,2
Dan O'Herlihy,,2,4,4
Jack Hawkins,,3,6,6
Siu-Wong Fan,,1,2,2
Wai-Keung Lau,,1,2,2
Kevin Williamson,,1,2,2
Lori Singer,,3,4,6
Leah Remini,,2,4,4
Harry Shearer,,1,2,2
Jeff Anderson,,2,4,4
Jennifer Schwalbach Smith,,1,2,2
Kathleen Wilhoite,,2,4,4
David Arquette,,5,10,10
Diana Ross,,1,2,2
Lena Horne,,1,2,2
Theresa Merritt,,1,2,2
Ellen Albertini Dow,,2,4,4
Lolita Davidovich,,1,2,2
Kelly Brook,,1,2,2
A.J. Langer,,1,2,2
Clive Revill,,1,2,2
Donald Pleasence,,10,16,20
Kenneth Williams,,1,2,2
Derek Graf,,1,2,2
Anthony Daniels,,1,2,2
Theresa Randle,,1,2,2
O.J. Simpson,,1,2,2
Brendan Fehr,,3,5,6
Kerr Smith,,2,3,4
Catherine Dent,,1,2,2
Brian Johnson,,2,4,4
Matt Letscher,,1,2,2
Dell Yount,,1,2,2
Jessica Bowman,,1,2,2
Keeley Hawes,,1,2,2
Oliver Stark,,1,2,2
Eva Amurri Martino,,4,8,8
Dan Hedaya,,5,10,10
Lainie Kazan,,2,4,4
Judith Barsi,,2,4,4
Lynn Whitfield,,3,6,6
Garrett Morris,,2,4,4
Ian Hart,,1,2,2
James Bolam,,1,2,2
Benoît Poelvoorde,,1,2,2
Marie Gillain,,1,2,2
Landon Liboiron,,3,4,6
Gaye Brown,,1,2,2
Iben Hjejle,,3,6,6
Tom Burke,,2,4,4
Lillete Dubey,,3,6,6
Roger Lloyd Pack,,1,2,2
Romola Garai,,4,8,8
Bingbing Fan,,2,4,4
Simon Yam,,2,4,4
Alexandra Silber,,1,2,2
Drew Powell,,2,4,4
Kim Thomson,,1,2,2
Dick Van Patten,,3,6,6
Joan Rivers,,1,2,2
Michael Winslow,,3,6,6
Cem Yilmaz,,1,2,2
Phil Leeds,,1,2,2
Angus T. Jones,,3,6,6
Debra Monk,,1,2,2
Colleen Haskell,,1,2,2
Michael Papajohn,,2,4,4
Charlotte Le Bon,,1,2,2
Juhi Chawla,,1,2,2
Manish Dayal,,1,2,2
Ray McKinnon,,1,2,2
Darwin Shaw,,1,2,2
Roma Downey,,1,2,2
Shane Brolly,,1,2,2
Julian Fellowes,,1,2,2
Charles Keating,,1,2,2
Bobby Moynihan,,1,2,2
Jack Reynor,,1,2,2
Matthew Daddario,,2,4,4
Grigoriy Dobrygin,,1,2,2
Pawel Szajda,,1,2,2
Radivoje Bukvic,,2,4,4
Kyle Gass,,1,2,2
Neil Diamond,,1,2,2
Zachary Gordon,,5,8,10
Jason Mewes,,5,8,10
Bruce Dern,Bruce Dern,12,24,24
Aries Spears,,1,2,2
Paulo Costanzo,,3,6,6
Jeremy Kemp,,1,2,2
Rock Hudson,,1,2,2
Vernon Dobtcheff,,3,6,6
Sebastian Koch,,3,5,6
Roger Cross,,2,4,4
Anne-Marie Duff,,3,6,6
Ben Crompton,,2,4,4
Amidou,,1,2,2
Joe Spinell,,1,2,2
Fabrice Luchini,,1,2,2
Ludivine Sagnier,,3,6,6
Romain Duris,,2,4,4
Dendrie Taylor,,1,2,2
Diego Ramos,,1,2,2
Gabriel Almirón,,1,2,2
Pablo Rago,,1,2,2
Alessandra Mastronardi,,1,2,2
Ornella Muti,,1,2,2
Kenneth Colley,,1,2,2
Warren Clarke,,2,4,4
Trey Parker,,3,6,6
Matt Hill,,1,2,2
DeWayne Warren,,1,2,2
Matt Schulze,,1,2,2
Qi Shu,,2,4,4
Leslie Hope,,1,2,2
Eddie Kaye Thomas,,2,4,4
Jason London,,4,8,8
Chris Harrison,,1,0,0
Elaine Hendrix,,6,12,12
Sarah Wynter,,1,2,2
Dom DeLuise,,6,8,12
Teri Garr,,6,12,12
Ian Somerhalder,,3,6,6
Kimberly J. Brown,,2,4,4
Steve Harris,,2,4,4
Bam Margera,,3,2,6
Chris Pontius,,4,4,8
Steve-O,,3,2,6
Joseph Mascolo,,1,2,2
Murray Hamilton,,3,5,6
Ali Hillis,,1,2,2
Hayley McFarland,,1,2,2
Mark Duplass,,6,12,12
Mike White,,2,4,4
Nick Krause,,1,2,2
Shailene Woodley,,3,6,6
Ski Carr,,1,2,2
Zane Holtz,,1,2,2
Bobby Coleman,,2,4,4
Melissa Ordway,,1,2,2
Taran Killam,,4,8,8
Jason Weaver,,1,2,2
Brendan Coyle,,2,4,4
Romeo Miller,,2,4,4
Fernando Rey,,2,2,4
Tony Lo Bianco,,2,2,4
Phil Collins,,1,2,2
Tony Jay,,3,6,6
Barry Watson,,2,4,4
Charles Mesure,,1,2,2
Skye McCole Bartusiak,,1,2,2
Marc Macaulay,,2,4,4
Kath Soucie,,2,3,4
Ken Sansom,,1,2,2
Aryana Engineer,,1,2,2
Joseph Julian Soria,,2,4,4
David Mann,,1,2,2
Denise Boutte,,2,4,4
Lamman Rucker,,3,6,6
Brian d'Arcy James,,1,2,2
Jamey Sheridan,,1,2,2
Richard Lawson,,1,2,2
Alex Winter,,1,2,2
Maximilian Schell,,4,8,8
Yvette Mimieux,,1,2,2
Filippo Timi,,1,2,2
Thekla Reuten,,1,2,2
Violante Placido,,1,2,2
Anneliese van der Pol,,1,2,2
Dave Foley,,2,4,4
Dermot Crowley,,1,2,2
Harriet Walter,,1,2,2
Jeremy Shada,,1,2,2
Gunnar Hansen,,3,4,6
Keram Malicki-Sánchez,,1,2,2
Shaun Sipos,,2,4,4
William McNamara,,4,8,8
Marisa Saks,,1,2,2
Lee Marvin,,4,8,8
Lucas Grabeel,,4,5,8
Jan Cornet,,2,4,4
María Botto,,1,2,2
Francesca Rettondini,,1,2,2
Isaiah Washington,,3,6,6
Jeff Perry,,1,2,2
Skyler Samuels,,2,4,4
Jesper Christensen,,1,2,2
Romi Aboulafia,,1,2,2
Jason Beghe,,1,2,2
Margaret Cho,,1,2,2
Christine Lakin,,2,4,4
James Wolk,,3,6,6
Jasper Levine,,1,2,2
Thomas Law,,1,2,2
Kay Panabaker,,2,4,4
Damien Garvey,,2,4,4
Jay Laga'aia,,1,2,2
Tiffany Lamb,,1,2,2
Geoff Stults,,5,10,10
Brett Cullen,,3,6,6
Toby Hemingway,,1,2,2
John Patrick Amedori,,1,2,2
Vanessa Lengies,,4,8,8
Jake Short,,1,2,2
Samira Wiley,,1,2,2
Tom Bower,,2,4,4
Sheryl Lee,,1,2,2
Pablo Sevilla,,1,0,0
Janet Leigh,,4,6,8
John Gavin,,1,2,2
Vera Miles,,2,4,4
Riki Lindhome,,1,2,2
Billy Barty,,1,2,2
John Wood,,1,2,2
Leo McKern,,2,4,4
Jan Hooks,,1,2,2
Steve Guttenberg,,6,12,12
Chi Ling Chiu,,1,2,2
Qiu Yuen,,1,2,2
Shengyi Huang,,1,2,2
Mark Feuerstein,,2,4,4
Sharon Lawrence,,2,4,4
Khalid Abdalla,,2,4,4
Mustafa Haidari,,1,2,2
Kelly Carlson,,2,4,4
Tom Hollander,,4,8,8
Robert Miano,,2,4,4
Zak Orth,,1,2,2
Bernie Sanders,,1,2,2
Ronald Reagan,,1,2,2
Carroll Baker,,1,2,2
Joe Cole,,2,4,4
Lorna Raver,,1,2,2
Joanne Whalley,,3,6,6
Jacky Ido,,1,2,2
Sam Lerner,,1,2,2
James Callis,,1,2,2
Nimrat Kaur,,3,6,6
Tiffany Dupont,,2,4,4
Dequina Moore,,1,2,2
Jordan Carlos,,1,2,2
Nick Gomez,,1,2,2
Taylor Cole,,1,2,2
Don Stark,,1,2,2
Dustin Nguyen,,1,2,2
Melonie Diaz,,3,6,6
Christopher Guest,,3,6,6
Sarah Solemani,,1,2,2
Lynn Cohen,,5,10,10
David Ramsey,,1,2,2
Riccardo Scamarcio,,3,6,6
James Russo,,2,4,4
Jeff DeRocker,,1,2,2
Edi Gathegi,,4,8,8
Brendan Sexton III,,3,6,6
Peter Wingfield,,1,2,2
Scott Baio,,1,2,2
Vanessa Angel,,1,2,2
Gigi Rice,,1,2,2
Susie Essman,,1,2,2
Nia Vardalos,,5,9,10
Ricardo Montalban,,1,2,2
Sammy Davis Jr.,,1,2,2
Katherine Waterston,,2,4,4
Martin Dew,,1,2,2
Serena Scott Thomas,,1,2,2
Caity Lotz,,1,2,2
Chris Brown,,4,7,8
Scott Wolf,,2,4,4
Chriss Anglin,,1,2,2
Gary Coleman,,2,4,4
Geoffrey Arend,,4,8,8
Marko Zaror,,1,2,2
Jackie Burroughs,,1,2,2
Kevin Alejandro,,2,4,4
Lesley Manville,,4,7,8
Catherine Lough Haggquist,,1,2,2
Darren Shahlavi,,2,4,4
Karin Konoval,,1,2,2
Charlie Saxton,,1,2,2
Ryan Donowho,,3,6,6
Bill Lake,,1,2,2
Dylan Authors,,1,2,2
Victoria Learn,,1,2,2
Tyrone Benskin,,1,2,2
Nora Zehetner,,4,8,8
Caitlyn Jenner,,1,2,2
Randy Jones,,1,2,2
Brent Anderson,,1,2,2
Donny Boaz,,1,2,2
Damon Wayans,,1,2,2
Guang Li,,1,2,2
Matthew Walker,,1,2,2
Garrett Clayton,,1,2,2
Toni Braxton,,1,2,2
Melvil Poupaud,,1,2,2
Rosalind Ayres,,1,2,2
Jimmy Jean-Louis,,2,4,4
Esai Morales,,5,10,10
Chi Chung Lam,,1,2,2
Yuqi Zhang,,1,2,2
Christian Clavier,,2,4,4
Marie-Anne Chazel,,1,2,2
Philippe Nahon,,2,4,4
Laura Spencer,,1,2,2
Mark Webber,,7,14,14
Ewen Solon,,1,2,2
George Coulouris,,1,2,2
Peter Vaughan,,2,4,4
Tom Conti,,1,2,2
Aaron Ashmore,,2,4,4
Elea Oberon,,1,2,2
Necar Zadegan,,1,2,2
Traci Dinwiddie,,1,2,2
Andy On,,1,2,2
Sammo Kam-Bo Hung,,2,4,4
Kevin McGowan,,1,2,2
Mani Bharathi,,1,2,2
Michael Lieber,,1,2,2
Jacqueline Lovell,,1,2,2
Joey D. Vieira,,1,2,2
Maggie Wheeler,,1,2,2
Alan David,,1,2,2
Martina Gedeck,,2,4,4
Michael Spears,,1,2,2
Dan Byrd,,3,6,6
W. Earl Brown,,3,6,6
Joe Turkel,,1,2,2
Scatman Crothers,,2,4,4
Shelley Duvall,,4,8,8
J.J. Cohen,,1,2,2
Eric Mendenhall,,1,2,2
Hope Olaide Wilson,,1,2,2
Mary J. Blige,,2,4,4
Cabrina Collesides,,1,2,2
Erin O'Brien,,1,2,2
Kari J. Kramer,,1,2,2
Kelli Barrett,,1,2,2
David Agranov,,1,2,2
David Moscow,,1,2,2
Mem Ferda,,2,4,4
Jenni 'Jwoww' Farley,,1,2,2
Nicole 'Snooki' Polizzi,,1,2,2
Paul 'Pauly D' DelVecchio,,1,2,2
Bunta Sugawara,,1,2,2
Miyu Irino,,1,2,2
Ryûnosuke Kamiki,,1,2,2
Michael Wong,,2,4,4
Terence Yin,,1,2,2
Roger Allam,,3,6,6
Sophie Nélisse,,1,2,2
Katrina Bowden,,4,8,8
Dominique McElligott,,2,4,4
Mel Ferrer,,1,2,2
Stephen Boyd,,1,2,2
Dante Brown,,1,2,2
Darci Kistler,,1,2,2
Kyra Nichols,,1,2,2
Margaret Tracey,,1,2,2
Tracy Letts,,1,2,2
Pedro Miguel Arce,,1,2,2
Angelica Lee,,1,2,2
Ching Wan Lau,,2,4,4
Louis Koo,,2,4,4
Carla Gallo,,2,4,4
Amy Yasbeck,,2,4,4
Chester,,1,2,2
Ken Davitian,,1,2,2
Luenell,,1,2,2
Alanna Ubach,,4,8,8
Raquel Welch,,2,4,4
JR Bourne,,1,2,2
Bree Turner,,1,2,2
Paul Schneider,,5,10,10
Sean Patrick Thomas,,4,8,8
Joey Fatone,,1,2,2
Louis Mandylor,,2,3,4
Fran Kranz,,1,2,2
Carl Weathers,,4,7,8
Shane Black,,1,2,2
Collins Pennie,,1,2,2
Lindsay Duncan,,2,4,4
Mario Monicelli,,1,2,2
Melinda Clarke,,3,6,6
Andrew Dice Clay,,1,2,2
Christian Clemenson,,1,2,2
David Alan Basche,,1,2,2
Susan Blommaert,,2,4,4
Christian Monzon,,1,2,2
Barry Bostwick,,4,8,8
Hulk Hogan,,1,2,2
Nicollette Sheridan,,1,2,2
Chris Brochu,,2,4,4
Martin Balsam,,1,2,2
Dan Bakkedahl,,1,2,2
Grace Jones,,1,2,2
Olivia d'Abo,,2,4,4
Frank Vincent,,4,8,8
Sasha Alexander,,2,4,4
Freddie Jones,,1,2,2
Nicholas Rowe,,1,2,2
Roger Ashton-Griffiths,,1,2,2
Ethan Stiefel,,1,2,2
Susan May Pratt,,1,2,2
Timothée Chalamet,,1,2,2
Corbin Bleu,,6,9,12
Kevin G. Schmidt,,1,2,2
Marie Avgeropoulos,,1,2,2
Michael Horse,,1,2,2
Richard Farnsworth,,2,4,4
Dennis Franz,,2,4,4
John McMartin,,1,2,2
Nancy Allen,,2,4,4
Bruce Payne,,2,4,4
Paul Freeman,,3,6,6
Rebecca Budig,,1,2,2
Frankie Valli,,1,2,2
Kellie Martin,,1,2,2
Shelley Long,,2,4,4
Juliet Stevenson,,2,4,4
Shaun Evans,,2,4,4
David Margulies,,3,6,6
Karen Young,,1,2,2
Kim Chan,,2,4,4
Albert Salmi,,1,2,2
Ralph Richardson,,1,2,2
David Masterson,,2,4,4
Kerry Condon,,1,2,2
Honglei Sun,,3,4,6
Khulan Chuluun,,1,2,2
Henry Silva,,2,4,4
Michael Beck,,1,2,2
Julie Christie,,3,4,6
Aden Young,,2,4,4
Suzie Steen,,1,2,2
Paul Sparks,,2,4,4
Sam Reid,,1,2,2
Poppy Montgomery,,2,4,4
Burghart Klaußner,,2,4,4
Leonie Benesch,,1,2,2
Ulrich Tukur,,1,2,2
Anna Harr,,1,2,2
James Cullen Bressack,,1,2,2
Nick Cassavetes,,1,2,2
James Hetfield,,1,2,2
Lars Ulrich,,1,2,2
Mackenzie Gray,,2,4,4
Katharina Schüttler,,1,2,2
Nora von Waldstätten,,1,2,2
Shawn Yue,,2,4,4
Simón Andreu,,1,2,2
Takuya Kimura,,2,4,4
Mark Moses,,2,4,4
Greg Nicotero,,3,4,6
John Amplas,,2,2,4
Joseph Pilato,,2,2,4
Kevork Malikyan,,1,2,2
Brigitte Nielsen,,1,2,2
Cassie Ventura,,1,2,2
Luis Rosado,,1,2,2
Mari Koda,,1,2,2
Hakeem Kae-Kazim,,2,4,4
Henry Ian Cusick,,3,6,6
Vondie Curtis-Hall,,1,2,2
Jessica Lowndes,,3,6,6
Kirk Fox,,1,2,2
Rob Campbell,,1,2,2
Shawn Andrews,,1,2,2
Elaine Cassidy,,2,4,4
Eric Sykes,,1,2,2
Carrie Henn,,1,2,2
Jeremy Brett,,1,2,2
Rex Harrison,,1,2,2
Theodore Bikel,,1,2,2
Patrick Gallagher,,1,2,2
Chris Moss,,1,2,2
Jay Chandrasekhar,,3,6,6
Owain Yeoman,,1,2,2
Betsy Russell,,2,4,4
Chris Kattan,,3,6,6
Erik Knudsen,,1,2,2
Diana Maria Riva,,1,2,2
Morgan Saylor,,1,2,2
Valente Rodriguez,,1,2,2
Shad Moss,,3,5,6
Adam Boyer,,1,2,2
Malika,,1,2,2
Ben Platt,,1,2,2
Megyn Price,,1,2,2
Caroll Spinney,,1,2,2
Kevin Clash,,1,2,2
Ava Gardner,,2,4,4
David Niven,,3,6,6
John Ireland,,2,4,4
Elizabeth Blackmore,,1,2,2
Ellen Sandweiss,,2,4,4
Harland Williams,,4,8,8
Rachel Dratch,,2,4,4
Clé Bennett,,1,2,2
Conrad Coates,,1,2,2
DeRay Davis,,1,2,2
Clyde Kusatsu,,2,4,4
Jake Wood,,2,2,4
Tippi Hedren,,1,2,2
Brenda Fricker,,1,2,2
David Murray,,1,2,2
Gerard McSorley,,2,4,4
Carlos Bardem,,1,2,2
Chris Andrew Ciulla,,1,2,2
Mary Mouser,,1,2,2
Jan-Michael Vincent,,2,4,4
Paul Winfield,,2,4,4
Julianna Guill,,1,2,2
Rick Gomez,,1,2,2
Tim Williams,,1,2,2
Griffin Dunne,,1,2,2
Matt Servitto,,2,4,4
Tamara Tunie,,2,4,4
Laurence Fox,,1,2,2
Danny Strong,,1,2,2
Samm Levine,,1,2,2
Bruno Kirby,,2,4,4
Gretchen Palmer,,1,2,2
Harley Jane Kozak,,1,2,2
Jack Warden,,5,10,10
Mark Walters,,1,2,2
Ron Lester,,1,2,2
Rachel Brosnahan,,2,2,4
Finn Ireland,,1,2,2
Vincent Walsh,,1,2,2
Ivana Baquero,,1,2,2
Maribel Verdú,,2,4,4
Sergi López,,2,4,4
Jessika Van,,1,2,2
Angell Conwell,,2,4,4
Alonna Shaw,,1,2,2
Bolo Yeung,,2,4,4
Kamel Krifa,,1,2,2
Joe Cornish,,1,2,2
Gustaf Skarsgård,,1,2,2
Tsianina Joelson,,1,2,2
Marc Donato,,2,4,4
Cynthia Stevenson,,1,2,2
Tracey Walter,,3,6,6
Don Pardo,,1,2,2
Ruby Jerins,,1,2,2
Alexandra Holden,,2,4,4
Trent Ford,,2,4,4
Brad William Henke,,3,6,6
Farrah Fawcett,,2,4,4
Brian Keith,,2,4,4
Karl Malden,,5,8,9
Shannon Tweed,,1,2,2
Jon Polito,,3,6,6
Robin Weigert,,1,2,2
Angela Sarafyan,,2,4,4
Lynn Redgrave,,5,10,10
Tuppence Middleton,,3,4,6
Michel Galabru,,1,2,2
Jodie Whittaker,,2,4,4
Emily Alyn Lind,,1,2,2
Paz de la Huerta,,2,4,4
Ivan Sergei,,1,2,2
Justin Kirk,,3,6,6
Conrad Kemp,,1,2,2
Tanya van Graan,,1,2,2
Steven Van Zandt,,1,2,2
Tommy Karlsen,,1,2,2
Trond Fausa,,1,2,2
Charles Aznavour,,1,2,2
David Alpay,,1,2,2
Marie-Josée Croze,,3,6,6
William Shockley,,1,2,2
Carole Bouquet,,1,2,2
Michel Muller,,1,2,2
Ryôko Hirosue,,1,2,2
Dustin Milligan,,3,6,6
Adrian Pasdar,,1,2,2
Chen Chang,,2,4,4
Pei-Pei Cheng,,1,2,2
Sihung Lung,,1,2,2
Ara Celi,,1,2,2
Hugh O'Brian,,1,2,2
Bex Taylor-Klaus,,1,2,2
Bobby Campo,,1,2,2
Jason Wiles,,1,2,2
Rae Dawn Chong,,4,8,8
Ji-won Ha,,1,2,2
Kyung-gu Sol,,2,4,4
Nicole Dionne,,1,2,2
Allen Leech,,1,2,2
Levon Helm,,3,6,6
Isabelle Nélisse,,1,2,2
Megan Charpentier,,1,2,2
Georgina Cates,,1,2,2
Grasie Mercedes,,1,2,2
Jackson Nicoll,,2,4,4
Sylvia Syms,,1,2,2
Glenn Shadix,,1,2,2
Jessica Raine,,1,2,2
Tessa Thompson,,1,2,2
Lee Majors,,4,6,8
Adam Lamberg,,1,2,2
Clayton Snyder,,1,2,2
Allison Tolman,,3,4,6
Dororthy Thorton,,1,2,2
Rae'Ven Kelly,,1,2,2
Virginia Capers,,1,2,2
JoAnna Garcia Swisher,,1,2,2
William Petersen,,2,4,4
Claude Rains,,3,6,6
Martha MacIsaac,,2,2,4
André the Giant,,1,2,2
Russ Tamblyn,,1,2,2
Kali Rocha,,1,2,2
Jessie T. Usher,,1,2,2
Ser'Darius Blain,,1,2,2
Luke Benward,,1,2,2
Mitchell Ryan,,2,4,4
Erica Leerhsen,,1,2,2
Kim Director,,1,2,2
Kurt Loder,,1,2,2
Brenda Strong,,3,5,6
Rachel True,,2,4,4
Hutch Dano,,1,2,2
Jason Spevack,,1,2,2
Sierra McCormick,,1,2,2
Nicole Ari Parker,,2,4,4
Nina Hartley,,1,2,2
Joss Ackland,,1,2,2
Danny Pino,,3,6,6
Joey Lawrence,,1,2,2
Firass Dirani,,1,2,2
Cinda McCain,,2,4,4
Angelo Anthony Pizza,,1,2,2
Akie Kotabe,,1,2,2
Geneviève Bujold,,1,2,2
Jason Priestley,,3,6,6
George C. Scott,,4,8,8
Homayoun Ershadi,,1,2,2
Nina Hoss,,1,2,2
Cam Clarke,,1,2,2
Phil Vischer,,2,4,4
Yuri Lowenthal,,1,2,2
Larry Mullen Jr.,,1,2,2
The Edge,,1,2,2
Adam Copeland,,1,2,2
Adrian Paul,,1,2,2
Kevin Gage,,3,6,6
Keith Allen,,2,4,4
Sandra Nelson,,1,2,2
Kyla Pratt,,1,2,2
Shirley Douglas,,1,2,2
Daniel Wu,,2,4,4
Chris Bruno,,1,2,2
Nicole de Boer,,2,4,4
Khandi Alexander,,4,8,8
Michael Michele,,1,2,2
Dan Futterman,,3,6,6
Marla Sokoloff,,2,4,4
Estelle Parsons,,2,2,4
Anna Madeley,,1,2,2
Elizabeth Berrington,,1,2,2
Eric Godon,,1,2,2
Diahann Carroll,,3,6,6
Conleth Hill,,1,2,2
Guillermo Arriaga,,1,2,2
Corbin Bernsen,,6,12,12
Chris Geere,,1,2,2
Anna Silk,,1,2,2
Mac McDonald,,1,2,2
Mike Muscat,,1,2,2
Amber Marie Bollinger,,1,2,2
Kalim Chandler,,1,2,2
Thomas Stroppel,,1,2,2
Brigitte Helm,,1,2,2
Gustav Fröhlich,,1,2,2
Rudolf Klein-Rogge,,1,2,2
Dany Verissimo-Petit,,1,2,2
Satoshi Tsumabuki,,1,2,2
Konstantin Lavronenko,,1,2,2
Nataliya Vdovina,,1,2,2
Vladimir Garin,,1,2,2
Nirut Sirichanya,,1,2,2
Petchtai Wongkamlao,,1,2,2
Sarunyu Wongkrachang,,2,4,4
JJ Feild,,2,4,4
Conrad Dunn,,1,2,2
Gina Bellman,,1,2,2
Aubrey Poo,,1,2,2
Edward Fox,,1,2,2
Gael Le Cornec,,1,2,2
Hans Matheson,,2,4,4
Lucy Gaskell,,1,2,2
Steven Elder,,1,2,2
Ferdinando Vetere,,1,2,2
Maximilian Dirr,,1,2,2
Rodrigo De la Serna,,1,2,2
Yasuaki Kurata,,1,2,2
Linus Roache,,2,4,4
Arben Bajraktaraj,,1,2,2
Bart Shatto,,1,2,2
Sharon Leal,,2,4,4
Jean-Marc Barr,,1,2,2
Jeremy Davies,,4,8,8
Anil Kapoor,,2,4,4
Ayush Mahesh Khedekar,,1,2,2
Saurabh Shukla,,1,2,2
Lois Smith,,3,6,6
Joe Flaherty,,2,4,4
John Meillon,,1,2,2
Chad Bishop,,1,2,2
Malik Yoba,,2,4,4
Jensen Ackles,,2,4,4
Barbara Bach,,1,2,2
Caroline Munro,,1,2,2
Amy Bruni,,1,2,2
Jason Hawes,,1,2,2
Steve Gonsalves,,1,2,2
Susan Hogan,,1,2,2
Olivia Colman,,1,2,2
Mike Nawrocki,,1,2,2
Shelby Vischer,,1,2,2
Maya Angelou,,1,2,2
Gino Salvano,,1,2,2
Roger Guenveur Smith,,1,2,2
Allen Payne,,1,2,2
Linda Blair,,2,4,4
Lance Gross,,1,2,2
Paolo Seganti,,1,2,2
Bethany Joy Lenz,,1,2,2
Eliza Coupe,,2,4,4
Kane Hodder,,6,12,12
Lexa Doig,,1,2,2
China Chow,,1,2,2
Osric Chau,,1,2,2
Emmanuelle Seigner,,1,2,2
Isaach De Bankolé,,1,2,2
Jane Adams,,3,6,6
Noam Jenkins,,1,2,2
Tovah Feldshuh,,1,2,2
Bonnie Henna,,1,2,2
Angela Featherstone,,2,4,4
Candace Kroslak,,1,2,2
Melissa Sagemiller,,1,2,2
Nigel Whitmey,,1,2,2
Todd Boyce,,1,2,2
Behrouz Vossoughi,,1,2,2
Karl Johnson,,1,2,2
Ruth Sheen,,2,3,4
Edouard Baer,,2,4,4
Sara Forestier,,2,4,4
Ulrich Mühe,,2,3,4
Kelly Lin,,1,2,2
Woo-sung Jung,,2,4,4
John Gallagher Jr.,,2,4,4
Diora Baird,,1,2,2
Elisa Donovan,,1,2,2
Krystyna Janda,,2,2,4
Olaf Lubaszenko,,2,2,4
Olgierd Lukaszewicz,,2,2,4
Amelia Warner,,1,2,2
Stephen Marcus,,1,2,2
Jacek Koman,,1,2,2
Jaroslaw Boberek,,1,2,2
Marian Dziedziel,,1,2,2
Bruno Ganz,,1,2,2
Belén Rueda,,2,4,4
Lola Dueñas,,2,4,4
Tamar Novas,,1,2,2
Alison Chand,,1,2,2
Paul Brannigan,,1,2,2
Stephanie Danielson,,1,2,2
Boys II Men,,1,2,2
Sean Kingston,,1,2,2
Fredro Starr,,2,4,4
Brooke Bundy,,1,2,2
Rodney Eastman,,1,2,2
Tuesday Knight,,1,2,2
Brighton Sharbino,,3,6,6
Patrick Wayne,,1,2,2
Andrew Keegan,,3,4,6
Gene Simmons,,1,2,2
Sedona Legge,,1,2,2
Antonio Sabato Jr.,,1,2,2
Charlotte Sullivan,,3,6,6
Greg Germann,,3,6,6
Jenny Agutter,,3,6,6
Henry Simmons,,2,4,4
Kate del Castillo,,4,8,8
Corey Johnson,,1,2,2
Elina Alminas,,1,2,2
Sonoya Mizuno,,1,2,2
Orson Bean,,1,2,2
Ella Wahlestedt,,1,2,2
Jason Gray-Stanford,,1,2,2
Teo Halm,,1,2,2
Rolando Molina,,2,4,4
Kazunari Ninomiya,,1,2,2
Shidô Nakamura,,1,2,2
Yuki Matsuzaki,,1,2,2
David Dencik,,1,2,2
Lena Endre,,1,2,2
Josie Loren,,1,2,2
Justin Chon,,2,4,4
Sarah Wright,,2,4,4
Catalina Sandino Moreno,,3,6,6
Kathryn Morris,,2,4,4
Sarita Choudhury,,2,4,4
Daniel Auteuil,,1,2,2
Yves Jacques,,1,2,2
Meghan Heffern,,1,2,2
Natalie Lisinska,,1,2,2
Paul Mazursky,,1,2,2
Ezra Miller,,4,8,8
Ian Gomez,,1,2,2
Thomas Ian Griffith,,1,2,2
John Boyega,,1,2,2
Luke Treadaway,,1,2,2
Branko Djuric,,1,2,2
Jelena Jovanova,,1,2,2
Nikola Djuricko,,1,2,2
Tara Platt,,1,2,2
Dean Dawson,,1,2,2
Jung-jae Lee,,1,2,2
Steve Irwin,,1,2,2
Annie Golden,,1,2,2
Dameon Clarke,,1,2,2
Louis Herthum,,1,2,2
Everett McGill,,3,6,6
Gary Schwartz,,1,2,2
Gabriel Millman,,1,2,2
Rob Morrow,,1,2,2
Hannah Murray,,1,2,2
Jude Ciccolella,,1,2,2
Julian Morris,,4,8,8
Margo Harshman,,1,2,2
Mary Astor,,1,2,2
Ronald Colman,,1,2,2
Cara Horgan,,1,2,2
Richard Johnson,,1,2,2
Sheila Hancock,,1,2,2
Björk,,1,2,2
Vincent Gallo,,4,7,8
Christian Campbell,,2,4,4
Bill Erwin,,2,4,4
Gabriel Damon,,1,2,2
Bin Won,,1,2,2
Min-sik Choi,,3,5,6
Lee J. Cobb,,2,4,4
Robert Shaw,,5,10,10
Lambert Wilson,,3,6,6
Charlotte Lewis,,1,2,2
Ally Sheedy,,3,6,6
Alex Veadov,,1,2,2
Jason Cottle,,1,2,2
Rorke Denver,,1,2,2
Josh Henderson,,2,4,4
